transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score,transaction_year_month,_enriched_at
11.0,301.0,2324.0,20.0,2.0,5000.0,10000.0,0.0,0.0,8.0,800.0,10800.0,credit card,completed,2024-06-22,2024-06-22 13:12:39.558331,2024-06-28 13:12:39.558331,"905 nelson circles, thomashaven, ri 94107",order for layered oversized joggers & pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
12.0,105.0,98.0,10.0,3.0,4500.0,13500.0,5.0,675.0,8.0,1026.0,13851.0,debit card,completed,2024-02-02,2024-02-02 21:21:43.217995,2024-02-07 21:21:43.217995,"5786 drew road apt. 879, north heathertown, id 15970",order for textured soft oversize tee,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
13.0,413.0,1496.0,21.0,2.0,3500.0,7000.0,5.0,350.0,8.0,532.0,7182.0,credit card,completed,2024-08-28,2024-08-28 09:46:06.528109,2024-09-02 09:46:06.528109,"715 kristina square suite 223, timothymouth, ar 53215",order for essential heritage sweatshirts,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
14.0,109.0,1469.0,18.0,1.0,5000.0,5000.0,15.0,750.0,8.0,340.0,4590.0,cod,,2024-02-02,2024-02-02 10:45:14.175801,2024-02-08 10:45:14.175801,"214 rebecca forges, harrisonborough, wv 97997",order for bold chic oversize tee,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
15.0,248.0,1711.0,21.0,2.0,3500.0,7000.0,15.0,1050.0,8.0,476.0,6426.0,bank transfer,completed,2024-01-03,2024-01-03 21:38:38.713149,2024-01-09 21:38:38.713149,"36398 allen square apt. 795, foleyport, mt 60969",order for smart heritage joggers & pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
16.0,463.0,1298.0,2.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,credit card,completed,2024-08-25,2024-08-25 06:32:09.079645,2024-08-27 06:32:09.079645,"37871 ryan forest suite 342, amandaberg, ar 18011",order for neutral chic track pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
17.0,148.0,1766.0,15.0,3.0,2500.0,7500.0,5.0,375.0,8.0,570.0,7695.0,bank transfer,completed,2024-10-17,2024-10-17 15:16:54.836246,2024-10-19 15:16:54.836246,"4329 james mount apt. 502, new peter, nc 15765",order for rustic rustic polos,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-10,2026-01-01T16:18:14.428470
18.0,209.0,1267.0,11.0,3.0,15000.0,45000.0,,0.0,8.0,3600.0,48600.0,debit card,completed,2024-05-28,2024-05-28 13:23:30.997882,2024-05-30 13:23:30.997882,"8443 conner union suite 772, kellystad, nm 85205",order for smart trendy cardigans,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-05,2026-01-01T16:18:14.428470
19.0,434.0,1567.0,24.0,2.0,4500.0,9000.0,0.0,0.0,8.0,720.0,9720.0,debit card,,,2024-03-30 13:30:33.637943,2024-04-05 13:30:33.637943,"7917 wilkinson stream suite 236, alexandraborough, wy 77837",order for casual luxury track pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,,2026-01-01T16:18:14.428470
20.0,257.0,2045.0,22.0,3.0,8500.0,25500.0,0.0,0.0,8.0,2040.0,27540.0,credit card,completed,2024-09-26,2024-09-26 01:51:39.660133,2024-09-30 01:51:39.660133,"607 amy mission suite 297, andreaside, in 92391",order for textured refined coats,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
21.0,260.0,831.0,13.0,1.0,4000.0,4000.0,15.0,600.0,8.0,272.0,3672.0,cod,completed,2024-08-31,2024-08-31 17:35:02.005277,2024-09-07 17:35:02.005277,"17207 kathryn mission, port janice, az 81558",order for dynamic chic tanks,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
22.0,293.0,1291.0,7.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,,completed,2024-02-09,2024-02-09 23:55:39.255126,2024-02-14 23:55:39.255126,"1084 mccoy mews, new jason, or 99078",order for tailored bright t-shirts,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
23.0,300.0,1974.0,4.0,1.0,10000.0,10000.0,0.0,0.0,8.0,800.0,10800.0,cod,completed,2024-01-31,2024-01-31 22:03:36.513322,2024-02-06 22:03:36.513322,"738 mathis court suite 114, lindastad, gu 92579",order for urban dynamic blazers,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
24.0,343.0,,3.0,2.0,11000.0,22000.0,0.0,0.0,8.0,1760.0,23760.0,bank transfer,completed,2024-08-02,2024-08-02 19:59:56.445498,2024-08-08 19:59:56.445498,"948 taylor centers, lake mike, ga 32253",order for rustic oversized kimono,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
25.0,292.0,,5.0,1.0,15000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,credit card,completed,2024-06-17,2024-06-17 16:13:41.942000,2024-06-20 16:13:41.942000,"68466 daniel fords suite 830, janetland, tn 84643",order for vintage relaxed hoodies & jackets,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
26.0,226.0,1025.0,7.0,2.0,4500.0,9000.0,5.0,450.0,8.0,684.0,9234.0,bank transfer,pending,2024-06-27,2024-06-27 16:17:20.427064,2024-07-02 16:17:20.427064,,order for vintage chic track pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
27.0,416.0,1749.0,11.0,2.0,8000.0,16000.0,10.0,1600.0,8.0,1152.0,15552.0,credit card,completed,2024-06-19,2024-06-19 03:04:44.087775,2024-06-21 03:04:44.087775,"13469 mariah drives suite 513, thompsonville, mn 01290",order for tailored essential denim jackets,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
28.0,245.0,445.0,14.0,3.0,3500.0,10500.0,10.0,1050.0,8.0,756.0,10206.0,credit card,completed,2024-09-24,2024-09-24 07:52:07.599836,2024-09-26 07:52:07.599836,"55116 brittany well apt. 599, laurenhaven, wy 33773",order for edgy relaxed oversize tee,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
29.0,450.0,335.0,14.0,1.0,11000.0,11000.0,10.0,1100.0,8.0,792.0,10692.0,credit card,completed,2024-01-30,2024-01-30 16:53:29.300762,2024-02-01 16:53:29.300762,"34115 benjamin fork, rubenland, ky 35071",order for refined luxury hoodies & jackets,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
30.0,332.0,934.0,1.0,2.0,4000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,credit card,completed,2024-08-22,2024-08-22 12:21:43.526540,2024-08-26 12:21:43.526540,"112 jessica point, north rachel, pw 61568",order for smart bright beach wear,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
,257.0,2043.0,11.0,2.0,9000.0,18000.0,0.0,0.0,8.0,1440.0,19440.0,debit card,completed,2024-09-17,2024-09-17 17:17:08.939225,2024-09-24 17:17:08.939225,"607 amy mission suite 297, andreaside, in 92391",order for vintage heritage coats,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
32.0,95.0,387.0,3.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,credit card,completed,2024-02-16,2024-02-16 16:16:56.131944,,,order for retro smart tanks,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
33.0,241.0,1197.0,13.0,1.0,14500.0,14500.0,0.0,,8.0,1160.0,15660.0,digital wallet,completed,2024-06-23,2024-06-23 16:52:49.098322,2024-06-26 16:52:49.098322,"942 benjamin vista suite 054, port jonathantown, fm 97817",order for slim fit oversized utility pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
34.0,438.0,2421.0,17.0,2.0,3500.0,7000.0,0.0,0.0,8.0,560.0,7560.0,credit card,completed,2024-10-06,2024-10-06 10:30:38.484732,2024-10-08 10:30:38.484732,"9382 ann way apt. 535, north lisatown, nd 53974",order for minimalist vintage track pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-10,2026-01-01T16:18:14.428470
35.0,379.0,1974.0,4.0,3.0,10000.0,30000.0,0.0,0.0,8.0,2400.0,32400.0,debit card,completed,2024-02-22,2024-02-22 21:04:26.332212,2024-02-29 21:04:26.332212,"4899 walls locks suite 573, new michelle, ak 14589",order for urban dynamic blazers,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
36.0,446.0,,15.0,3.0,5500.0,16500.0,0.0,0.0,8.0,1320.0,17820.0,cod,completed,2024-01-26,2024-01-26 05:28:32.088563,2024-02-02 05:28:32.088563,"015 stacy club apt. 606, nancyshire, pa 72209",order for minimalist oversized chinos,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
37.0,372.0,1210.0,19.0,1.0,3500.0,3500.0,0.0,0.0,8.0,280.0,3780.0,bank transfer,completed,,2024-04-09 20:53:54.553191,2024-04-11 20:53:54.553191,"343 brianna branch, east joseph, or 94321",order for sporty chic beach wear,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,,2026-01-01T16:18:14.428470
38.0,3.0,149.0,,1.0,9000.0,9000.0,0.0,0.0,8.0,720.0,9720.0,credit card,,2024-02-02,2024-02-02 03:23:07.468954,2024-02-07 03:23:07.468954,"23191 tonya court suite 106, west brandon, mi 79827",order for smart elegant cardigans,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
39.0,136.0,2014.0,23.0,3.0,13000.0,39000.0,0.0,0.0,8.0,3120.0,42120.0,bank transfer,completed,2024-06-08,2024-06-08 17:35:20.299724,2024-06-13 17:35:20.299724,"7035 roberts port, new kimberly, ne 75652",order for wide leg refined blazers,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
40.0,81.0,1079.0,15.0,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,bank transfer,completed,2024-06-02,2024-06-02 09:28:44.171675,2024-06-05 09:28:44.171675,"397 amy well suite 957, diazchester, ok 00805",order for structured oversized track pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-06,2026-01-01T16:18:14.428470
41.0,99.0,1749.0,11.0,1.0,8000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,bank transfer,completed,2024-02-13,2024-02-13 21:19:11.931874,2024-02-20 21:19:11.931874,"388 stone village suite 221, oconnellborough, dc 74161",order for tailored essential denim jackets,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
42.0,295.0,1801.0,2.0,2.0,4500.0,9000.0,0.0,0.0,8.0,720.0,9720.0,bank transfer,completed,2024-09-20,2024-09-20 21:09:18.585240,2024-09-22 21:09:18.585240,"943 mary locks apt. 303, mcphersonshire, mi 09670",order for minimalist statement shorts,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
43.0,27.0,386.0,24.0,1.0,4000.0,4000.0,0.0,0.0,8.0,320.0,4320.0,credit card,pending,2024-04-24,2024-04-24 10:18:19.128443,2024-04-30 10:18:19.128443,"2464 jimmy harbor, lake andrea, wa 42286",order for luxury luxury joggers & pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-04,2026-01-01T16:18:14.428470
44.0,319.0,758.0,14.0,3.0,3000.0,9000.0,0.0,0.0,8.0,720.0,9720.0,credit card,completed,2024-07-12,2024-07-12 01:30:33.638708,2024-07-16 01:30:33.638708,"0402 rush flats, new nicholas, ok 77929",order for soft elegant oversize tee,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-07,2026-01-01T16:18:14.428470
45.0,17.0,1919.0,21.0,2.0,14500.0,29000.0,5.0,1450.0,8.0,2204.0,29754.0,bank transfer,completed,2024-07-05,2024-07-05 19:11:44.481340,2024-07-10 19:11:44.481340,"6959 robin underpass apt. 046, whitestad, ut 00507",order for oversized camo blazers,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-07,2026-01-01T16:18:14.428470
46.0,139.0,2135.0,2.0,2.0,14000.0,28000.0,0.0,0.0,8.0,2240.0,,debit card,completed,2024-10-12,2024-10-12 21:01:06.747979,2024-10-14 21:01:06.747979,"5167 gonzalez causeway suite 981, port michael, me 98000",order for rustic bold cardigans,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-10,2026-01-01T16:18:14.428470
47.0,404.0,2429.0,21.0,3.0,6000.0,18000.0,15.0,2700.0,8.0,1224.0,16524.0,credit card,completed,2024-02-23,2024-02-23 09:07:39.047721,2024-02-26 09:07:39.047721,"449 russell well, north kristin, mn 12113",order for lightweight statement chinos,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
48.0,204.0,1872.0,14.0,2.0,3000.0,6000.0,0.0,0.0,8.0,480.0,6480.0,digital wallet,completed,2024-01-25,2024-01-25 09:45:37.606840,2024-01-30 09:45:37.606840,"016 smith islands apt. 954, aaronland, ar 10823",order for bright wide leg joggers & pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
49.0,172.0,393.0,14.0,1.0,8000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,credit card,completed,2024-08-08,2024-08-08 08:43:28.925631,2024-08-12 08:43:28.925631,"7770 thornton street apt. 642, pamelaville, as 93054",order for preppy sporty hoodies & jackets,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
50.0,86.0,744.0,19.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,debit card,completed,2024-04-10,2024-04-10 22:51:29.576993,2024-04-17 22:51:29.576993,"558 johnson well, new melissamouth, la 42051",order for rustic trendy t-shirts,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-04,2026-01-01T16:18:14.428470
51.0,189.0,1631.0,15.0,3.0,5500.0,16500.0,,0.0,8.0,1320.0,17820.0,debit card,returned,2024-01-07,2024-01-07 03:22:26.233200,2024-01-11 03:22:26.233200,"8073 alex common suite 225, lake tammy, ct 90169",order for minimalist oversized chinos,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
52.0,103.0,1326.0,16.0,2.0,4000.0,8000.0,10.0,800.0,8.0,576.0,7776.0,debit card,completed,2024-07-25,2024-07-25 19:53:02.660546,2024-07-27 19:53:02.660546,"7622 jones wells, barrside, tx 79095",order for preppy comfy shorts,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-07,2026-01-01T16:18:14.428470
53.0,208.0,,2.0,3.0,11000.0,33000.0,0.0,0.0,8.0,2640.0,35640.0,credit card,completed,2024-03-26,2024-03-26 20:31:36.234595,2024-03-30 20:31:36.234595,"59523 roberts square suite 976, east brianville, mt 02596",order for heritage statement kimono,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-03,2026-01-01T16:18:14.428470
54.0,492.0,760.0,14.0,3.0,4500.0,13500.0,5.0,675.0,8.0,1026.0,13851.0,credit card,returned,2024-09-19,2024-09-19 06:33:17.150079,,"7426 palmer fall, port christinefurt, pw 12515",order for comfy luxury tanks,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
55.0,41.0,672.0,2.0,1.0,4500.0,4500.0,0.0,0.0,8.0,360.0,4860.0,cod,completed,2024-08-16,,2024-08-22 05:51:26.848734,"7380 lisa via, new annaberg, oh 04415",order for rustic sporty beach wear,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-08,2026-01-01T16:18:14.428470
56.0,104.0,523.0,10.0,1.0,13000.0,13000.0,0.0,0.0,8.0,1040.0,14040.0,digital wallet,cancelled,2024-05-21,2024-05-21 15:39:41.686049,,"4199 samantha crossroad suite 327, marvinport, dc 86655",order for slim fit classic utility pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-05,2026-01-01T16:18:14.428470
57.0,241.0,168.0,,1.0,12000.0,12000.0,0.0,0.0,,960.0,12960.0,credit card,completed,2024-09-21,2024-09-21 22:22:09.400916,2024-09-23 22:22:09.400916,"942 benjamin vista suite 054, port jonathantown, fm 97817",order for lightweight textured kimono,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
58.0,279.0,2241.0,5.0,3.0,4000.0,12000.0,0.0,0.0,8.0,960.0,12960.0,debit card,cancelled,2024-02-07,2024-02-07 17:04:08.664312,,"usnv martinez, fpo ap 10899",order for heritage retro oversize tee,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
59.0,412.0,106.0,24.0,2.0,9000.0,18000.0,10.0,1800.0,8.0,1296.0,17496.0,credit card,completed,2024-05-06,2024-05-06 09:07:45.958456,2024-05-13 09:07:45.958456,"4628 hickman springs, north johnshire, ca 65585",order for preppy functional hoodies & jackets,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-05,2026-01-01T16:18:14.428470
60.0,,593.0,11.0,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,debit card,pending,2024-01-02,2024-01-02 03:22:04.192788,2024-01-04 03:22:04.192788,"558 johnson well, new melissamouth, la 42051",order for trendy urban polos,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-01,2026-01-01T16:18:14.428470
61.0,27.0,1233.0,14.0,1.0,13500.0,13500.0,0.0,0.0,8.0,1080.0,14580.0,bank transfer,completed,2024-10-01,2024-10-01 23:30:44.159769,2024-10-04 23:30:44.159769,"2464 jimmy harbor, lake andrea, wa 42286",order for minimalist essential blazers,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-10,2026-01-01T16:18:14.428470
62.0,145.0,2228.0,17.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,credit card,completed,2024-09-04,2024-09-04 00:10:23.713198,2024-09-09 00:10:23.713198,"5057 richard wells apt. 615, hartport, oh 61352",order for classic bright polos,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
63.0,107.0,1210.0,19.0,2.0,3500.0,7000.0,0.0,0.0,8.0,560.0,7560.0,bank transfer,completed,2024-07-25,2024-07-25 23:27:07.055789,2024-08-01 23:27:07.055789,"578 diane locks, wardview, ar 02745",order for sporty chic beach wear,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-07,2026-01-01T16:18:14.428470
64.0,431.0,1534.0,20.0,2.0,5000.0,10000.0,10.0,1000.0,8.0,720.0,9720.0,credit card,completed,2024-10-13,2024-10-13 16:11:46.806237,2024-10-16 16:11:46.806237,"09437 devin oval, karenport, id 42205",order for modern casual beach wear,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-10,2026-01-01T16:18:14.428470
65.0,373.0,923.0,8.0,3.0,13500.0,40500.0,0.0,0.0,8.0,3240.0,43740.0,credit card,completed,2024-10-15,2024-10-15 01:19:51.207590,2024-10-22 01:19:51.207590,"18300 shannon views, smithbury, fm 97892",order for retro vintage kimono,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-10,2026-01-01T16:18:14.428470
66.0,73.0,1314.0,12.0,1.0,4500.0,4500.0,5.0,225.0,8.0,342.0,4617.0,cod,completed,2024-09-12,2024-09-12 14:50:38.074760,2024-09-15 14:50:38.074760,"2054 thomas inlet apt. 602, emilyfurt, as 91502",order for neutral modern track pants,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-09,2026-01-01T16:18:14.428470
67.0,453.0,2217.0,6.0,2.0,3500.0,7000.0,0.0,0.0,8.0,560.0,7560.0,debit card,,2024-02-04,2024-02-04 19:16:01.082889,2024-02-10 19:16:01.082889,"psc 1027, box 1088, apo ap 20547",order for smart tailored tanks,2025-11-30 20:16:12.657201,transactions_dataset.csv,2025-11-30,2025-11-30T15:05:40.570268,97,2024-02,2026-01-01T16:18:14.428470
