transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes
30,495,2324,2324,2,5000.0,10000.0,10,1000.0,8,720.0,9720.0,Credit Card,Completed,2024-10-23,2024-10-23 05:04:58.906533,2024-10-27 05:04:58.906533,"401 Mitchell Ports, New William, MS 94766",Order for Layered Oversized Joggers & Pants
31,316,1018,1018,1,4500.0,4500.0,0,0.0,8,360.0,4860.0,Credit Card,Completed,2024-09-26,2024-09-26 21:28:44.998454,2024-09-28 21:28:44.998454,"29404 Mack Alley, Port Vickiview, GU 63914",Order for Heritage Trendy T-Shirts
33,182,2419,2419,3,10500.0,31500.0,10,3150.0,8,2268.0,30618.0,Credit Card,Completed,2022-10-12,2022-10-12 10:37:59.691807,2022-10-19 10:37:59.691807,"067 Heidi Street Apt. 226, Chenland, MO 39326",Order for Refined Vintage Utility Pants
35,366,1943,1943,1,10000.0,10000.0,0,0.0,8,800.0,10800.0,Credit Card,Completed,2023-01-21,2023-01-21 10:15:53.869631,2023-01-27 10:15:53.869631,"55613 Cruz Forks, Timothyfurt, WY 70585",Order for Bright Bold Kimono
36,301,254,254,2,9500.0,19000.0,0,0.0,8,1520.0,20520.0,Debit Card,Completed,2022-11-05,2022-11-05 13:11:37.114944,2022-11-07 13:11:37.114944,"905 Nelson Circles, Thomashaven, RI 94107",Order for Structured Oversized Cardigans
37,264,722,722,1,2500.0,2500.0,5,125.0,8,190.0,2565.0,Bank Transfer,Completed,2022-12-15,2022-12-15 18:17:38.478250,2022-12-22 18:17:38.478250,"91150 David Inlet, South Jim, RI 91602",Order for Comfy Slim Fit Shorts
38,440,2171,2171,2,9500.0,19000.0,0,0.0,8,1520.0,20520.0,Digital Wallet,Completed,2022-09-06,2022-09-06 11:52:41.594484,2022-09-12 11:52:41.594484,"287 Rhonda Port Suite 751, Lake Cynthiaton, IN 70893",Order for Statement Elegant Coats
39,105,977,977,1,14000.0,14000.0,0,0.0,8,1120.0,15120.0,Bank Transfer,Completed,2023-12-18,2023-12-18 21:43:46.385486,2023-12-25 21:43:46.385486,"5786 Drew Road Apt. 879, North Heathertown, ID 15970",Order for Retro Edgy Coats
40,98,2315,2315,2,4500.0,9000.0,0,0.0,8,720.0,9720.0,Debit Card,Completed,2023-12-31,2023-12-31 12:01:25.700789,2024-01-03 12:01:25.700789,"PSC 7042, Box 5399, APO AE 95284",Order for Rustic Trendy Polos
41,14,1131,1131,2,3500.0,7000.0,0,0.0,8,560.0,7560.0,Debit Card,Completed,2022-09-30,2022-09-30 06:11:07.719467,2022-10-03 06:11:07.719467,"USCGC Reyes, FPO AA 24696",Order for Retro Classic Sweatshirts
42,67,2105,2105,3,9500.0,28500.0,0,0.0,8,2280.0,30780.0,Digital Wallet,Completed,2023-08-19,2023-08-19 17:58:31.833755,2023-08-21 17:58:31.833755,"835 George Bypass Apt. 615, Manuelton, DC 28919",Order for Patterned Wide Leg Denim Jackets
43,429,1392,1392,3,3000.0,9000.0,0,0.0,8,720.0,9720.0,Credit Card,Completed,2023-01-07,2023-01-07 00:21:52.302671,2023-01-12 00:21:52.302671,"280 Jackson Orchard Apt. 684, East Michaelhaven, TX 79891",Order for Chic Modern Oversize Tee
44,390,1006,1006,2,5000.0,10000.0,0,0.0,8,800.0,10800.0,Bank Transfer,Completed,2024-11-14,2024-11-14 16:27:52.285425,2024-11-21 16:27:52.285425,"873 Martha Land Suite 478, Lewismouth, NY 13528",Order for Relaxed Relaxed Polos
47,477,1723,1723,3,3000.0,9000.0,15,1350.0,8,612.0,8262.0,COD,Completed,2024-10-29,2024-10-29 17:22:39.170996,2024-10-31 17:22:39.170996,"Unit 1851 Box 2102, DPO AP 72266",Order for Edgy Chic Oversize Tee
48,310,705,705,3,8500.0,25500.0,5,1275.0,8,1938.0,26163.0,Bank Transfer,Completed,2022-01-10,2022-01-10 18:23:46.120105,2022-01-17 18:23:46.120105,"266 Charles Harbor Suite 139, Brockmouth, AS 79993",Order for Edgy Functional Kimono
50,73,1773,1773,1,4000.0,4000.0,10,400.0,8,288.0,3888.0,COD,Completed,2024-06-10,2024-06-10 08:40:12.542932,2024-06-13 08:40:12.542932,"2054 Thomas Inlet Apt. 602, Emilyfurt, AS 91502",Order for Minimalist Retro Polos
51,447,2212,2212,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Debit Card,Completed,2022-10-20,2022-10-20 19:27:01.063281,2022-10-26 19:27:01.063281,"Unit 6989 Box 3949, DPO AP 29378",Order for Dynamic Sporty Polos
54,27,46,46,3,12000.0,36000.0,0,0.0,8,2880.0,38880.0,Debit Card,Completed,2023-03-10,2023-03-10 19:43:59.034359,2023-03-12 19:43:59.034359,"2464 Jimmy Harbor, Lake Andrea, WA 42286",Order for nan
55,407,1855,1855,2,10000.0,20000.0,0,0.0,8,1600.0,21600.0,Debit Card,Completed,2024-01-29,2024-01-29 20:45:22.947402,2024-02-04 20:45:22.947402,"Unit 6347 Box 8538, DPO AP 24765",Order for Elegant Elegant Cardigans
56,310,1630,1630,1,3500.0,3500.0,0,0.0,8,280.0,3780.0,Credit Card,Completed,2023-07-28,2023-07-28 16:23:56.127420,2023-08-02 16:23:56.127420,"266 Charles Harbor Suite 139, Brockmouth, AS 79993",Order for Urban Bold T-Shirts
57,276,2409,2409,3,4000.0,12000.0,15,1800.0,8,816.0,11016.0,Debit Card,Completed,2022-03-08,2022-03-08 23:34:47.039046,2022-03-14 23:34:47.039046,"83538 Geoffrey Center, Daniellebury, LA 40429",Order for Luxury Preppy Oversize Tee
58,34,1154,1154,2,4500.0,9000.0,15,1350.0,8,612.0,8262.0,Debit Card,Completed,2024-06-23,2024-06-23 02:44:49.736171,2024-06-27 02:44:49.736171,"426 Snyder Turnpike Suite 000, Rosalesview, AR 17868",Order for Essential Structured Joggers & Pants
59,39,1385,1385,2,11000.0,22000.0,15,3300.0,8,1496.0,20196.0,Credit Card,Completed,2024-09-17,2024-09-17 23:36:17.343990,2024-09-21 23:36:17.343990,"03267 Duran Garden Suite 924, East Jonathan, NY 91743",Order for Structured Retro Utility Pants
60,498,390,390,3,15000.0,45000.0,10,4500.0,8,3240.0,43740.0,Credit Card,Completed,2024-10-14,2024-10-14 16:33:15.255681,2024-10-16 16:33:15.255681,"USNS Ward, FPO AE 43492",Order for Oversized Modern Cardigans
61,77,129,129,3,3500.0,10500.0,5,525.0,8,798.0,10773.0,Debit Card,Completed,2022-07-15,2022-07-15 03:24:21.867689,2022-07-20 03:24:21.867689,"257 Hamilton Tunnel, Bowenberg, NH 23231",Order for Smart Preppy Shorts
62,432,405,405,1,8500.0,8500.0,0,0.0,8,680.0,9180.0,Bank Transfer,Completed,2022-06-27,2022-06-27 21:48:01.956697,2022-07-04 21:48:01.956697,"757 Foley Village Apt. 750, Curtismouth, AL 45656",Order for Neutral Trendy Kimono
63,128,336,336,2,3000.0,6000.0,0,0.0,8,480.0,6480.0,Credit Card,Completed,2024-04-29,2024-04-29 00:05:29.413192,2024-05-04 00:05:29.413192,"6618 Miller Drive Suite 723, Pamelafort, NJ 40851",Order for Relaxed Essential Oversize Tee
64,363,1835,1835,2,3500.0,7000.0,0,0.0,8,560.0,7560.0,COD,Completed,2022-04-13,2022-04-13 15:10:04.217665,2022-04-19 15:10:04.217665,"94036 Bianca Coves Suite 038, Lake Jenniferton, FM 89268",Order for Retro Retro Beach Wear
65,285,774,774,2,5500.0,11000.0,0,0.0,8,880.0,11880.0,Bank Transfer,Completed,2023-02-08,2023-02-08 06:56:32.079126,2023-02-14 06:56:32.079126,"Unit 8464 Box 5803, DPO AP 50540",Order for Minimalist Patterned Chinos
66,469,1321,1321,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Debit Card,Completed,2024-03-08,2024-03-08 03:04:33.806998,2024-03-12 03:04:33.806998,"7996 Stephanie Estate, North Christopher, MP 25460",Order for Vintage Camo Chinos
67,6,1800,1800,1,4500.0,4500.0,0,0.0,8,360.0,4860.0,Credit Card,Completed,2024-05-08,2024-05-08 10:47:09.928400,2024-05-11 10:47:09.928400,"8017 Webster Forks, North Alexanderport, NV 74221",Order for Classic Chic Chinos
69,265,2222,2222,3,9500.0,28500.0,15,4275.0,8,1938.0,26163.0,Bank Transfer,Pending,2024-09-22,2024-09-22 15:29:16.926066,2024-09-25 15:29:16.926066,"577 Nelson Club Apt. 907, New John, AR 26163",Order for Preppy Chic Denim Jackets
70,231,8,8,2,2500.0,5000.0,10,500.0,8,360.0,4860.0,COD,Returned,2022-02-24,2022-02-24 02:11:31.621501,2022-03-02 02:11:31.621501,"2870 Lori Road Suite 733, Griffithville, GU 95575",Order for Chic Luxury T-Shirts
71,211,1535,1535,3,5000.0,15000.0,0,0.0,8,1200.0,16200.0,Debit Card,Completed,2023-03-31,2023-03-31 14:45:51.174265,2023-04-02 14:45:51.174265,"39188 Angela Shoals, Fitzgeraldborough, SD 05951",Order for Wide Leg Structured Beach Wear
72,273,442,442,1,14000.0,14000.0,0,0.0,8,1120.0,15120.0,Credit Card,Completed,2022-04-25,2022-04-25 11:46:52.311881,2022-04-29 11:46:52.311881,"863 Olson Bridge Suite 448, Hendersonstad, PA 65640",Order for Casual Bold Coats
73,387,1054,1054,3,5000.0,15000.0,10,1500.0,8,1080.0,14580.0,COD,Completed,2022-07-02,2022-07-02 12:33:31.951536,2022-07-08 12:33:31.951536,"22745 Wiley Pines Apt. 115, Vincentburgh, DC 62527",Order for Refined Statement T-Shirts
74,86,705,705,2,8500.0,17000.0,0,0.0,8,1360.0,18360.0,Bank Transfer,Completed,2023-10-17,2023-10-17 09:00:30.301069,2023-10-21 09:00:30.301069,"558 Johnson Well, New Melissamouth, LA 42051",Order for Edgy Functional Kimono
75,88,2265,2265,1,3000.0,3000.0,0,0.0,8,240.0,3240.0,Bank Transfer,Completed,2022-08-10,2022-08-10 12:56:14.416814,2022-08-13 12:56:14.416814,"157 David Corners, North Taylorfort, RI 59751",Order for Soft Casual Sweatshirts
76,183,1319,1319,2,3000.0,6000.0,0,0.0,8,480.0,6480.0,Digital Wallet,Completed,2024-06-11,2024-06-11 15:58:47.125516,2024-06-17 15:58:47.125516,"PSC 0799, Box 1870, APO AP 09606",Order for Vintage Patterned Beach Wear
77,380,1561,1561,3,12000.0,36000.0,0,0.0,8,2880.0,38880.0,COD,Completed,2024-10-17,2024-10-17 09:23:19.549991,2024-10-24 09:23:19.549991,"238 Johnson Drives, Cherylside, MI 17975",Order for Heritage Classic Coats
79,453,2017,2017,2,4500.0,9000.0,0,0.0,8,720.0,9720.0,Credit Card,Pending,2024-01-22,2024-01-22 06:57:59.656478,2024-01-24 06:57:59.656478,"PSC 1027, Box 1088, APO AP 20547",Order for Bright Camo Track Pants
80,24,2160,2160,1,9500.0,9500.0,0,0.0,8,760.0,10260.0,Debit Card,Pending,2024-10-11,2024-10-11 01:30:19.244138,2024-10-17 01:30:19.244138,"27302 Day Stream Suite 138, East Brucehaven, MA 35457",Order for Trendy Urban Utility Pants
81,56,1545,1545,2,4000.0,8000.0,10,800.0,8,576.0,7776.0,Digital Wallet,Completed,2022-12-30,2022-12-30 03:12:15.751894,2023-01-06 03:12:15.751894,"418 Pamela Brooks Apt. 040, West Nicholas, AS 85906",Order for Oversized Dynamic Joggers & Pants
82,294,158,158,2,3500.0,7000.0,15,1050.0,8,476.0,6426.0,Credit Card,Completed,2023-10-05,2023-10-05 12:58:32.548222,2023-10-09 12:58:32.548222,"707 Thompson Prairie, North Danielstad, NM 14059",Order for Functional Comfy Polos
83,357,1395,1395,2,2500.0,5000.0,5,250.0,8,380.0,5130.0,Credit Card,Completed,2022-09-24,2022-09-24 01:31:50.210530,2022-09-28 01:31:50.210530,"271 Rose Common, New Shannon, AZ 11651",Order for Retro Vintage Tanks
84,215,50,50,2,5000.0,10000.0,0,0.0,8,800.0,10800.0,Credit Card,Completed,2024-09-01,2024-09-01 18:07:17.430303,2024-09-05 18:07:17.430303,"243 Navarro Ferry Apt. 396, West Joy, OH 46547",Order for Relaxed Bold Beach Wear
85,387,2382,2382,2,8000.0,16000.0,0,0.0,8,1280.0,17280.0,Digital Wallet,Completed,2024-06-02,2024-06-02 19:41:46.152843,2024-06-08 19:41:46.152843,"22745 Wiley Pines Apt. 115, Vincentburgh, DC 62527",Order for Preppy Elegant Denim Jackets
86,367,2055,2055,2,11500.0,23000.0,0,0.0,8,1840.0,24840.0,Credit Card,Completed,2023-10-23,2023-10-23 14:02:21.736605,2023-10-30 14:02:21.736605,"USS Ponce, FPO AP 40596",Order for Trendy Neutral Denim Jackets
88,290,1688,1688,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Credit Card,Completed,2023-02-04,2023-02-04 20:22:52.914388,2023-02-09 20:22:52.914388,"305 Elizabeth Bridge Suite 173, Robertview, HI 90140",Order for Edgy Functional Track Pants
89,262,2105,2105,3,9500.0,28500.0,0,0.0,8,2280.0,30780.0,Credit Card,Completed,2022-08-27,2022-08-27 10:22:07.459389,2022-08-30 10:22:07.459389,"USNV Vaughn, FPO AP 38925",Order for Patterned Wide Leg Denim Jackets
91,462,1195,1195,3,12500.0,37500.0,0,0.0,8,3000.0,40500.0,Debit Card,Completed,2023-10-28,2023-10-28 08:37:52.529992,2023-10-31 08:37:52.529992,"USNV Howard, FPO AA 74606",Order for Bold Minimalist Denim Jackets
92,349,79,79,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,Credit Card,Completed,2022-01-31,2022-01-31 02:46:55.426716,2022-02-02 02:46:55.426716,"76324 Christine Freeway, Brownland, MI 45269",Order for Soft Lightweight Beach Wear
93,260,1248,1248,2,4500.0,9000.0,0,0.0,8,720.0,9720.0,Credit Card,Pending,2024-12-20,2024-12-20 10:58:19.128937,2024-12-22 10:58:19.128937,"17207 Kathryn Mission, Port Janice, AZ 81558",Order for Wide Leg Smart Polos
94,332,241,241,1,6000.0,6000.0,0,0.0,8,480.0,6480.0,Debit Card,Completed,2023-07-27,2023-07-27 12:43:00.373678,2023-07-30 12:43:00.373678,"112 Jessica Point, North Rachel, PW 61568",Order for Chic Functional Beach Wear
95,54,1738,1738,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Credit Card,Completed,2023-08-22,2023-08-22 18:28:30.159464,2023-08-28 18:28:30.159464,"911 Johnny Point Suite 758, North Patrick, WI 19235",Order for Relaxed Heritage Oversize Tee
97,371,2173,2173,2,4000.0,8000.0,0,0.0,8,640.0,8640.0,COD,Pending,2023-12-09,2023-12-09 12:57:36.500962,2023-12-16 12:57:36.500962,"2126 Smith Spring, Brendamouth, PW 77291",Order for Preppy Modern Track Pants
98,172,393,393,3,8000.0,24000.0,0,0.0,8,1920.0,25920.0,Debit Card,Completed,2023-02-18,2023-02-18 16:03:57.818342,2023-02-20 16:03:57.818342,"7770 Thornton Street Apt. 642, Pamelaville, AS 93054",Order for Preppy Sporty Hoodies & Jackets
99,7,705,705,2,8500.0,17000.0,0,0.0,8,1360.0,18360.0,Bank Transfer,Completed,2023-03-14,2023-03-14 04:37:14.863531,2023-03-16 04:37:14.863531,"9257 Russell Green, West Bradleyville, TN 91807",Order for Edgy Functional Kimono
100,476,976,976,2,15000.0,30000.0,5,1500.0,8,2280.0,30780.0,Bank Transfer,Pending,2022-07-04,2022-07-04 18:36:05.268481,2022-07-11 18:36:05.268481,"54666 Robert Field Suite 689, North Amandaport, ME 99056",Order for Functional Minimalist Cardigans
101,46,490,490,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Credit Card,Completed,2024-09-19,2024-09-19 23:30:56.970433,2024-09-22 23:30:56.970433,"9413 Rachel Place, New Markmouth, SC 93025",Order for Bold Classic Chinos
103,38,102,102,3,10000.0,30000.0,10,3000.0,8,2160.0,29160.0,Credit Card,Completed,2024-04-03,2024-04-03 12:55:29.680176,2024-04-07 12:55:29.680176,"8257 Anna Fall, Carrollport, CO 88988",Order for Statement Elegant Cardigans
104,447,2192,2192,3,11500.0,34500.0,10,3450.0,8,2484.0,33534.0,Credit Card,Completed,2022-02-23,2022-02-23 15:40:28.834560,2022-03-01 15:40:28.834560,"Unit 6989 Box 3949, DPO AP 29378",Order for Chic Bright Kimono
105,116,833,833,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,Bank Transfer,Returned,2024-04-01,2024-04-01 21:26:24.523618,2024-04-07 21:26:24.523618,"9490 Nichole Ridge Apt. 961, New Markchester, NM 44528",Order for Chic Statement Shorts
106,192,1092,1092,2,10500.0,21000.0,5,1050.0,8,1596.0,21546.0,Credit Card,Completed,2024-07-03,2024-07-03 19:08:23.446659,2024-07-05 19:08:23.446659,"1972 Rachel Greens, Port Christine, KS 70339",Order for Structured Soft Denim Jackets
107,420,844,844,3,5000.0,15000.0,10,1500.0,8,1080.0,14580.0,Debit Card,Completed,2023-07-09,2023-07-09 10:43:44.956115,2023-07-15 10:43:44.956115,"74994 Wright Square, Millerport, HI 73854",Order for Essential Camo Beach Wear
108,331,2087,2087,3,2500.0,7500.0,0,0.0,8,600.0,8100.0,Debit Card,Completed,2024-08-13,2024-08-13 03:59:28.536935,2024-08-16 03:59:28.536935,"67290 Antonio Mills Suite 804, South Kim, NM 15241",Order for Slim Fit Slim Fit Polos
109,314,2300,2300,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,COD,Completed,2023-04-03,2023-04-03 03:48:32.048804,2023-04-10 03:48:32.048804,"3346 Thomas Crossroad, New Tammy, TX 80842",Order for Layered Trendy Beach Wear
110,413,935,935,2,9000.0,18000.0,0,0.0,8,1440.0,19440.0,Credit Card,Completed,2024-01-21,2024-01-21 09:25:55.105984,2024-01-26 09:25:55.105984,"715 Kristina Square Suite 223, Timothymouth, AR 53215",Order for Patterned Vintage Cardigans
111,460,1715,1715,1,8000.0,8000.0,0,0.0,8,640.0,8640.0,Debit Card,Completed,2022-02-20,2022-02-20 15:19:57.112631,2022-02-23 15:19:57.112631,"1565 Michael Parkways, Ramosshire, SD 13830",Order for Textured Soft Blazers
113,160,628,628,3,3500.0,10500.0,10,1050.0,8,756.0,10206.0,Debit Card,Completed,2023-07-20,2023-07-20 18:39:27.761163,2023-07-27 18:39:27.761163,"99490 Rachel Extension, Waterstown, TX 42506",Order for Slim Fit Bright Sweatshirts
114,200,247,247,2,5000.0,10000.0,0,0.0,8,800.0,10800.0,Credit Card,Completed,2024-05-27,2024-05-27 22:51:42.430221,2024-06-02 22:51:42.430221,"90834 Andrea Loaf, Lauraport, TX 50924",Order for Functional Wide Leg Sweatshirts
115,45,1626,1626,3,3500.0,10500.0,15,1575.0,8,714.0,9639.0,Credit Card,Completed,2022-09-24,2022-09-24 10:28:30.091017,2022-09-28 10:28:30.091017,"61799 Jennifer Village Apt. 371, West Pam, MP 84541",Order for Patterned Textured Beach Wear
116,59,2094,2094,3,8500.0,25500.0,10,2550.0,8,1836.0,24786.0,Debit Card,Completed,2022-05-12,2022-05-12 01:01:49.400631,2022-05-14 01:01:49.400631,"1926 Cameron Branch Apt. 323, Lake Kevin, VI 40653",Order for Layered Tailored Blazers
117,164,2096,2096,2,10500.0,21000.0,0,0.0,8,1680.0,22680.0,Credit Card,Completed,2024-12-07,2024-12-07 12:28:24.431130,2024-12-10 12:28:24.431130,"74964 Nathaniel Mountains Apt. 005, Dianaview, NJ 27613",Order for Bright Wide Leg Cardigans
118,49,1803,1803,1,2500.0,2500.0,0,0.0,8,200.0,2700.0,Debit Card,Completed,2022-09-14,2022-09-14 10:54:17.090829,2022-09-17 10:54:17.090829,"914 Villa Neck, Evansland, RI 71063",Order for Modern Heritage Polos
120,230,1747,1747,2,4000.0,8000.0,5,400.0,8,608.0,8208.0,Debit Card,Completed,2024-02-29,2024-02-29 01:09:56.593051,2024-03-02 01:09:56.593051,"9411 Noble Creek Suite 721, West Carolview, NC 06289",Order for Trendy Comfy Polos
121,201,130,130,2,3000.0,6000.0,0,0.0,8,480.0,6480.0,Credit Card,Completed,2024-02-12,2024-02-12 18:57:07.292378,2024-02-17 18:57:07.292378,"66428 Matthew Brooks, Kevinton, FL 06439",Order for Essential Rustic Sweatshirts
122,375,383,383,1,14500.0,14500.0,0,0.0,8,1160.0,15660.0,Debit Card,Completed,2024-06-19,2024-06-19 16:14:53.307128,2024-06-24 16:14:53.307128,"7520 Harmon Key, Hoopermouth, FM 14296",Order for Minimalist Modern Hoodies & Jackets
123,368,1363,1363,2,14500.0,29000.0,10,2900.0,8,2088.0,28188.0,COD,Completed,2022-07-28,2022-07-28 01:51:51.885265,2022-07-31 01:51:51.885265,"2177 Benjamin Burgs, East Joseland, PA 05537",Order for Retro Vintage Coats
124,404,1245,1245,1,13500.0,13500.0,0,0.0,8,1080.0,14580.0,Bank Transfer,Completed,2022-06-25,2022-06-25 14:17:10.725437,2022-06-27 14:17:10.725437,"449 Russell Well, North Kristin, MN 12113",Order for Camo Vintage Kimono
125,394,322,322,3,4500.0,13500.0,0,0.0,8,1080.0,14580.0,Credit Card,Completed,2024-08-14,2024-08-14 15:31:16.996914,2024-08-21 15:31:16.996914,"63328 Jessica Corner Apt. 482, Lake Johnhaven, VT 82511",Order for Soft Dynamic Joggers & Pants
126,264,1800,1800,3,4500.0,13500.0,0,0.0,8,1080.0,14580.0,Credit Card,Completed,2022-12-13,2022-12-13 22:17:29.260885,2022-12-16 22:17:29.260885,"91150 David Inlet, South Jim, RI 91602",Order for Classic Chic Chinos
127,218,937,937,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,Debit Card,Completed,2022-06-03,2022-06-03 18:33:23.753953,2022-06-09 18:33:23.753953,"3053 Soto Via, Lake Krystal, WA 58503",Order for Patterned Relaxed Shorts
