user_id,name,email,phone,shipping_address,signup_ts,is_active,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score,email_domain,user_created_year,_enriched_at
12.0,jesus johnson,smithrebecca@example.org,(837)751-1413x6,"560 douglas fords suite 966, owensstad, la 67229",2022-04-01,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
13.0,damon moore,travis98@example.org,001-863-872-352,"549 douglas greens, lake annshire, mn 83044",2023-12-11,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
14.0,deborah smith,myoung@example.com,(405)642-8963x6,"uscgc reyes, fpo aa 24696",2023-02-01,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
15.0,nicole harris,morrisshannon@example.com,507.956.7103x48,"7346 mendez neck, dustintown, vi 19432",2022-09-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
16.0,jennifer brown,adamsamy@example.org,555-820-8409x98,"71259 stevens well suite 049, johnmouth, la 37745",2023-01-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
17.0,ryan lowery,parrishaaron@example.org,398.989.8868,"6959 robin underpass apt. 046, whitestad, ut 00507",2022-10-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
18.0,matthew smith,kennedyvictoria@example.org,001-322-821-661,"psc 2648, box 9157, apo ap 22344",2024-07-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
19.0,brian flowers,edwardskristen@example.net,+1-444-717-1576,"3743 kristen motorway suite 202, east jennifertown, sc 47907",2022-01-01,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
20.0,nicholas kent,imueller@example.com,(509)537-8589x6,"6554 eric union suite 994, hessfort, wi 90807",2022-09-02,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
,ryan norton,bmaxwell@example.org,2139856953,"8153 alan mills, katieside, mo 43065",2023-12-20,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
22.0,zachary thompson,hartmancory@example.org,657.805.0613,"59182 reid square, new rodney, co 15693",2023-06-05,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
23.0,mark hudson,lyonschristy@example.com,001-203-970-110,"748 christensen rue suite 849, michaelburgh, sc 39823",2023-11-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
24.0,timothy zhang,connie65@example.net,(627)632-5814,"27302 day stream suite 138, east brucehaven, ma 35457",2024-04-10,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
25.0,betty terry,navarrokimberly@example.com,+1-892-670-4206,"psc 8413, box 0366, apo ap 26238",,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
26.0,ruben garcia,gallen@example.net,+1-407-281-0157,"253 katelyn station, east carla, ia 41755",2022-10-16,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
27.0,ashley compton,osmith@example.com,5107035142,"2464 jimmy harbor, lake andrea, wa 42286",2022-01-26,,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
28.0,joshua gallagher,banksjesus@example.org,001-871-677-179,"96263 joshua port, west darryl, dc 12661",2024-01-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
29.0,brian freeman,ithomas@example.net,001-658-843-905,"634 tyler forks apt. 009, susanside, pa 48272",2022-03-23,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
30.0,shawn wiggins,rreed@example.net,795-584-0936x80,"62872 jessica shores, west michaelstad, ky 40636",2023-04-25,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
31.0,keith todd,nicholas16@example.org,,"8179 douglas lake apt. 162, south rhondashire, ri 66058",2023-02-22,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
32.0,madeline johnson,nwhite@example.org,6462593286,"unit 4600 box 3819, dpo aa 07423",2024-01-06,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
33.0,ms. kathryn morris,chadgaines@example.org,(690)213-5731,"9796 stewart well suite 348, lake kevin, ny 80970",2023-02-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
34.0,joshua stewart,andrew64@example.org,001-298-511-399,"426 snyder turnpike suite 000, rosalesview, ar 17868",2023-07-12,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
35.0,sheri myers,josephjohn@example.org,570.464.9485x17,"psc 3096, box 8298, apo ae 81751",2022-02-09,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
36.0,mary nguyen,murraykayla@example.com,959-237-3805,"16124 eric motorway, jessicafort, pr 55062",2024-02-19,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
37.0,xavier velasquez,hsmith@example.com,+1-628-397-9349,"0072 garza crest suite 746, nancyville, va 16375",2022-06-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
38.0,chase gutierrez,gevans@example.net,001-457-305-187,"8257 anna fall, carrollport, co 88988",2022-07-15,,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
39.0,colleen powell,aallen@example.net,2997044674,"03267 duran garden suite 924, east jonathan, ny 91743",2023-10-10,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
40.0,william bell,iwright@example.org,539.250.2442,"unit 1005 box 1061, dpo aa 06975",2023-07-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
41.0,keith ross,,+1-605-855-9201,"7380 lisa via, new annaberg, oh 04415",2024-04-17,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,unknown,,2026-03-10T02:08:42.911139
42.0,jennifer mullen,lindamyers@example.net,310.511.1563,"295 galloway brook, mcbrideburgh, wi 94464",2022-02-14,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
43.0,matthew green,susanvasquez@example.org,001-468-242-853,"461 harvey valleys, north danielberg, mp 77233",2022-12-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
44.0,jennifer jackson,gshaw@example.com,001-564-771-227,"87633 madison spurs suite 125, wernerhaven, md 62610",2022-07-31,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
45.0,katie cooley,hannahfuller@example.org,+1-264-229-5091,"61799 jennifer village apt. 371, west pam, mp 84541",2023-12-17,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
46.0,jeremiah thomas,twarren@example.org,+1-766-820-4127,"9413 rachel place, new markmouth, sc 93025",2024-07-20,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
47.0,joe reid,jeremyrivas@example.net,6217247801,"7216 brown avenue suite 339, michaelberg, la 33179",2023-06-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
48.0,karen hernandez,htravis@example.org,001-605-266-790,"4742 lambert trail, south jaclyn, ny 77340",2023-07-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
49.0,travis moore,michellemolina@example.com,001-269-491-865,"914 villa neck, evansland, ri 71063",2024-07-22,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
50.0,william smith md,carolnichols@example.org,271-549-8632,"328 tonya curve apt. 340, nicholasville, vt 08524",2023-10-04,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
51.0,alexander murray,,001-482-768-252,"779 parsons underpass, gonzalezmouth, la 88540",,,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,unknown,,2026-03-10T02:08:42.911139
52.0,jeffrey butler,kayla75@example.com,(520)975-1595,"8542 michael curve apt. 104, henryburgh, as 31425",2022-01-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
53.0,diane sanders,christinehayes@example.com,292-267-2769,"9341 robinson vista, castanedaland, az 63546",2023-08-07,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
54.0,taylor cohen,donnamack@example.org,,"911 johnny point suite 758, north patrick, wi 19235",2024-08-02,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
55.0,veronica watkins,abradford@example.org,+1-801-688-9956,"5038 chapman plaza, mcculloughland, ga 50825",2022-04-11,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
56.0,tim dillon,carlsoneric@example.org,3897012764,"418 pamela brooks apt. 040, west nicholas, as 85906",2023-09-25,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
,michael simon,jonessuzanne@example.net,754.634.8252x69,"47317 johnson circle apt. 111, angelburgh, in 42794",2023-07-19,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
58.0,lisa johnston dvm,jenniferwagner@example.com,(318)949-0222x5,"7489 michael walk, johnview, al 96031",2022-07-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
59.0,ryan sullivan,woodsaaron@example.com,,"1926 cameron branch apt. 323, lake kevin, vi 40653",2022-04-13,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
60.0,maureen taylor,xpayne@example.org,001-939-756-469,"741 michael point, gordonchester, ky 13136",2024-02-13,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
61.0,beth fields,cruzzachary@example.com,4409372687,"95604 lisa station, new melody, mo 88764",2023-02-12,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
62.0,tyler norris,erivera@example.org,+1-790-685-6357,"764 cox canyon suite 058, new matthew, il 47409",2022-12-20,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
63.0,andrew perez,jcoleman@example.com,630.439.9114x97,"086 nicole forge, east gregorytown, mn 75819",2023-09-15,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
64.0,kathryn scott,hudsonpatrick@example.org,715-783-1575x41,"9078 gary gateway, lake royfurt, mo 57427",2023-02-16,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
65.0,mr. kevin hodge jr.,joseph71@example.org,648-773-8995x49,"89468 cindy groves, south josephburgh, ct 76801",2022-08-30,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
66.0,joanna phillips,larryboyd@example.com,489-772-2530x67,"14383 phillips grove, glennview, nh 12586",2022-05-10,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
67.0,cameron daniels,austinberry@example.net,845.629.0888,"835 george bypass apt. 615, manuelton, dc 28919",2022-11-16,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
68.0,renee green,shannon59@example.com,405-454-8136x11,"508 elliott street apt. 386, port miguel, in 44951",2024-04-16,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
69.0,michele johnson,shirley66@example.com,(658)902-4210x6,"6736 love mill suite 302, north teresaview, ma 47354",2024-03-30,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
70.0,angel ritter,qroberts@example.com,001-664-302-343,"36916 sanchez squares apt. 687, garrettshire, tn 26027",2023-05-30,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
71.0,casey thompson,kward@example.com,762-818-9159x56,"616 johnson gateway, markmouth, id 58468",2023-06-24,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
72.0,edgar hernandez,rebecca62@example.net,586.286.3984,"996 moore islands apt. 737, heathertown, tn 72939",2023-06-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
73.0,debbie romero,umyers@example.org,351.529.5100x44,"2054 thomas inlet apt. 602, emilyfurt, as 91502",2022-06-25,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
74.0,theresa hernandez,janet87@example.com,+1-328-596-0133,"43066 stephens square suite 419, stevensville, tx 74574",2024-06-05,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
75.0,robert jackson,ryan69@example.net,+1-795-518-8664,"11522 nancy garden apt. 127, east jamesborough, ny 83825",2022-11-19,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
76.0,danielle roman,yanderson@example.net,901.606.1721x76,"83764 carl ford, wattstown, tn 53292",2024-02-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
77.0,lawrence young,bowmandavid@example.org,(955)823-8396,"257 hamilton tunnel, bowenberg, nh 23231",2023-02-22,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
78.0,jared flowers,melaniejackson@example.com,(631)794-6969,"1754 vasquez flat, lake heather, ks 67441",2024-06-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
79.0,terri kelly,simonmichael@example.net,728.834.5661x23,,2024-01-08,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
80.0,bobby walters,greenematthew@example.net,569-306-3211x33,"06749 nicole pike, lake rhonda, mn 51805",2022-01-04,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
81.0,alexandria gonzalez,donnadunn@example.org,569-625-8235x24,"397 amy well suite 957, diazchester, ok 00805",2023-07-30,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
82.0,beth brown,nchavez@example.com,(534)620-3440,"psc 8876, box 8415, apo aa 53943",2022-05-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
83.0,george arnold,jspencer@example.com,8599394088,"8310 jeremiah fords suite 594, michelleborough, nd 95479",2022-10-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
84.0,brian williams,dcannon@example.com,001-380-819-074,,2023-05-24,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
85.0,william barnes,igarcia@example.com,755-923-3444,"192 jimmy groves suite 744, port jane, ky 04857",2023-07-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
86.0,danielle beck,russellpamela@example.net,(956)507-3966x2,"558 johnson well, new melissamouth, la 42051",2022-12-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
87.0,leah thomas,karen12@example.com,+1-916-932-6115,"usns gonzalez, fpo aa 19804",2022-11-01,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
88.0,christopher wright dds,alexandriamarquez@example.org,757.530.4832,"157 david corners, north taylorfort, ri 59751",2023-06-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
89.0,amy alvarez,mreid@example.org,(393)818-7548,"1155 bethany summit apt. 458, danaburgh, ny 56694",2022-02-03,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
90.0,karen torres,megan19@example.net,001-786-726-672,"881 todd ford apt. 599, south james, mh 67821",2022-09-07,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
91.0,michael hall,andersonkathryn@example.net,740-497-7103,"3324 hess knoll, herreraville, va 01518",2022-10-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
92.0,troy olson,kbean@example.net,551-853-0395x39,"42200 munoz path apt. 311, south tiffany, va 37072",2023-12-03,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
93.0,caleb ferguson,xmckinney@example.net,001-396-354-704,"usnv miranda, fpo ap 13607",2023-04-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
94.0,tamara robbins,rmurphy@example.net,(609)621-2161x2,"uscgc cooper, fpo aa 85689",2023-04-12,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
95.0,julia barnes,cookjason@example.net,,"467 ryan glen suite 618, new karishire, wi 75246",2023-09-30,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
96.0,amanda villarreal,,(553)419-9815,"34286 nicole mountain, west robert, de 78433",2022-06-06,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,unknown,,2026-03-10T02:08:42.911139
97.0,sean morrison,ndoyle@example.net,,"661 nicole ford, millerton, vi 06326",2023-04-17,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
98.0,,keykenneth@example.org,(439)256-2575,"psc 7042, box 5399, apo ae 95284",2022-10-12,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
99.0,patrick baker,susancook@example.org,6435410694,"388 stone village suite 221, oconnellborough, dc 74161",2024-05-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
100.0,natalie lawson,aliciakeller@example.org,+1-473-972-4655,"usns george, fpo ap 43209",2023-05-01,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
101.0,bryan garcia,jonespatricia@example.org,666.504.3985,"81243 joel viaduct, new cheyenneview, nm 36284",2023-02-22,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
102.0,juan estrada,robinsonkaren@example.com,9772121255,"722 malone grove suite 784, hendersonshire, pr 93965",2022-12-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
103.0,jamie vasquez,stewartjonathan@example.org,962-341-5657,"7622 jones wells, barrside, tx 79095",2023-04-25,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
104.0,tommy green,jbryant@example.com,664.924.4484x08,"4199 samantha crossroad suite 327, marvinport, dc 86655",2024-09-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
105.0,mary diaz,,(845)433-1440x7,"5786 drew road apt. 879, north heathertown, id 15970",2024-02-04,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,unknown,,2026-03-10T02:08:42.911139
106.0,joel allen,paulareyes@example.net,+1-513-697-7223,"3084 williams point apt. 389, arielville, fm 86661",2024-09-07,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
107.0,melissa silva,amyglass@example.org,6694278322,"578 diane locks, wardview, ar 02745",2022-06-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
