user_id,name,email,phone,shipping_address,signup_ts,is_active,_ingestion_ts,_source_file,_ingestion_date
15.0,Nicole Harris,morrisshannon@example.com,507.956.7103x48,"7346 Mendez Neck, Dustintown, VI 19432",2022-09-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
16.0,Jennifer Brown,adamsamy@example.org,555-820-8409x98,"71259 Stevens Well Suite 049, Johnmouth, LA 37745",2023-01-26,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
17.0,Ryan Lowery,parrishaaron@example.org,398.989.8868,"6959 Robin Underpass Apt. 046, Whitestad, UT 00507",2022-10-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
18.0,Matthew Smith,kennedyvictoria@example.org,001-322-821-661,"PSC 2648, Box 9157, APO AP 22344",2024-07-21,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
19.0,Brian Flowers,edwardskristen@example.net,+1-444-717-1576,"3743 Kristen Motorway Suite 202, East Jennifertown, SC 47907",2022-01-01,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
20.0,Nicholas Kent,imueller@example.com,(509)537-8589x6,"6554 Eric Union Suite 994, Hessfort, WI 90807",2022-09-02,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
,Ryan Norton,bmaxwell@example.org,2139856953,"8153 Alan Mills, Katieside, MO 43065",2023-12-20,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
22.0,Zachary Thompson,hartmancory@example.org,657.805.0613,"59182 Reid Square, New Rodney, CO 15693",2023-06-05,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
23.0,Mark Hudson,lyonschristy@example.com,001-203-970-110,"748 Christensen Rue Suite 849, Michaelburgh, SC 39823",2023-11-18,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
24.0,Timothy Zhang,connie65@example.net,(627)632-5814,"27302 Day Stream Suite 138, East Brucehaven, MA 35457",2024-04-10,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
25.0,Betty Terry,navarrokimberly@example.com,+1-892-670-4206,"PSC 8413, Box 0366, APO AP 26238",,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
26.0,Ruben Garcia,gallen@example.net,+1-407-281-0157,"253 Katelyn Station, East Carla, IA 41755",2022-10-16,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
27.0,Ashley Compton,osmith@example.com,5107035142,"2464 Jimmy Harbor, Lake Andrea, WA 42286",2022-01-26,,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
28.0,Joshua Gallagher,banksjesus@example.org,001-871-677-179,"96263 Joshua Port, West Darryl, DC 12661",2024-01-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
29.0,Brian Freeman,ithomas@example.net,001-658-843-905,"634 Tyler Forks Apt. 009, Susanside, PA 48272",2022-03-23,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
30.0,Shawn Wiggins,rreed@example.net,795-584-0936x80,"62872 Jessica Shores, West Michaelstad, KY 40636",2023-04-25,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
31.0,Keith Todd,nicholas16@example.org,,"8179 Douglas Lake Apt. 162, South Rhondashire, RI 66058",2023-02-22,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
32.0,Madeline Johnson,nwhite@example.org,6462593286,"Unit 4600 Box 3819, DPO AA 07423",2024-01-06,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
33.0,Ms. Kathryn Morris,chadgaines@example.org,(690)213-5731,"9796 Stewart Well Suite 348, Lake Kevin, NY 80970",2023-02-28,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
34.0,Joshua Stewart,andrew64@example.org,001-298-511-399,"426 Snyder Turnpike Suite 000, Rosalesview, AR 17868",2023-07-12,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
35.0,Sheri Myers,josephjohn@example.org,570.464.9485x17,"PSC 3096, Box 8298, APO AE 81751",2022-02-09,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
36.0,Mary Nguyen,murraykayla@example.com,959-237-3805,"16124 Eric Motorway, Jessicafort, PR 55062",2024-02-19,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
37.0,Xavier Velasquez,hsmith@example.com,+1-628-397-9349,"0072 Garza Crest Suite 746, Nancyville, VA 16375",2022-06-21,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
38.0,Chase Gutierrez,gevans@example.net,001-457-305-187,"8257 Anna Fall, Carrollport, CO 88988",2022-07-15,,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
39.0,Colleen Powell,aallen@example.net,2997044674,"03267 Duran Garden Suite 924, East Jonathan, NY 91743",2023-10-10,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
40.0,William Bell,iwright@example.org,539.250.2442,"Unit 1005 Box 1061, DPO AA 06975",2023-07-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
41.0,Keith Ross,,+1-605-855-9201,"7380 Lisa Via, New Annaberg, OH 04415",2024-04-17,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
42.0,Jennifer Mullen,lindamyers@example.net,310.511.1563,"295 Galloway Brook, Mcbrideburgh, WI 94464",2022-02-14,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
43.0,Matthew Green,susanvasquez@example.org,001-468-242-853,"461 Harvey Valleys, North Danielberg, MP 77233",2022-12-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
44.0,Jennifer Jackson,gshaw@example.com,001-564-771-227,"87633 Madison Spurs Suite 125, Wernerhaven, MD 62610",2022-07-31,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
45.0,Katie Cooley,hannahfuller@example.org,+1-264-229-5091,"61799 Jennifer Village Apt. 371, West Pam, MP 84541",2023-12-17,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
46.0,Jeremiah Thomas,twarren@example.org,+1-766-820-4127,"9413 Rachel Place, New Markmouth, SC 93025",2024-07-20,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
47.0,Joe Reid,jeremyrivas@example.net,6217247801,"7216 Brown Avenue Suite 339, Michaelberg, LA 33179",2023-06-26,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
48.0,Karen Hernandez,htravis@example.org,001-605-266-790,"4742 Lambert Trail, South Jaclyn, NY 77340",2023-07-21,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
49.0,Travis Moore,michellemolina@example.com,001-269-491-865,"914 Villa Neck, Evansland, RI 71063",2024-07-22,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
50.0,William Smith MD,carolnichols@example.org,271-549-8632,"328 Tonya Curve Apt. 340, Nicholasville, VT 08524",2023-10-04,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
51.0,Alexander Murray,,001-482-768-252,"779 Parsons Underpass, Gonzalezmouth, LA 88540",,,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
52.0,Jeffrey Butler,kayla75@example.com,(520)975-1595,"8542 Michael Curve Apt. 104, Henryburgh, AS 31425",2022-01-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
53.0,Diane Sanders,christinehayes@example.com,292-267-2769,"9341 Robinson Vista, Castanedaland, AZ 63546",2023-08-07,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
54.0,Taylor Cohen,donnamack@example.org,,"911 Johnny Point Suite 758, North Patrick, WI 19235",2024-08-02,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
55.0,Veronica Watkins,abradford@example.org,+1-801-688-9956,"5038 Chapman Plaza, Mcculloughland, GA 50825",2022-04-11,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
56.0,Tim Dillon,carlsoneric@example.org,3897012764,"418 Pamela Brooks Apt. 040, West Nicholas, AS 85906",2023-09-25,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
,Michael Simon,jonessuzanne@example.net,754.634.8252x69,"47317 Johnson Circle Apt. 111, Angelburgh, IN 42794",2023-07-19,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
58.0,Lisa Johnston DVM,jenniferwagner@example.com,(318)949-0222x5,"7489 Michael Walk, Johnview, AL 96031",2022-07-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
59.0,Ryan Sullivan,woodsaaron@example.com,,"1926 Cameron Branch Apt. 323, Lake Kevin, VI 40653",2022-04-13,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
60.0,Maureen Taylor,xpayne@example.org,001-939-756-469,"741 Michael Point, Gordonchester, KY 13136",2024-02-13,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
61.0,Beth Fields,cruzzachary@example.com,4409372687,"95604 Lisa Station, New Melody, MO 88764",2023-02-12,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
62.0,Tyler Norris,erivera@example.org,+1-790-685-6357,"764 Cox Canyon Suite 058, New Matthew, IL 47409",2022-12-20,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
63.0,Andrew Perez,jcoleman@example.com,630.439.9114x97,"086 Nicole Forge, East Gregorytown, MN 75819",2023-09-15,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
64.0,Kathryn Scott,hudsonpatrick@example.org,715-783-1575x41,"9078 Gary Gateway, Lake Royfurt, MO 57427",2023-02-16,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
65.0,Mr. Kevin Hodge Jr.,joseph71@example.org,648-773-8995x49,"89468 Cindy Groves, South Josephburgh, CT 76801",2022-08-30,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
66.0,Joanna Phillips,larryboyd@example.com,489-772-2530x67,"14383 Phillips Grove, Glennview, NH 12586",2022-05-10,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
67.0,Cameron Daniels,austinberry@example.net,845.629.0888,"835 George Bypass Apt. 615, Manuelton, DC 28919",2022-11-16,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
68.0,Renee Green,shannon59@example.com,405-454-8136x11,"508 Elliott Street Apt. 386, Port Miguel, IN 44951",2024-04-16,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
69.0,Michele Johnson,shirley66@example.com,(658)902-4210x6,"6736 Love Mill Suite 302, North Teresaview, MA 47354",2024-03-30,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
70.0,Angel Ritter,qroberts@example.com,001-664-302-343,"36916 Sanchez Squares Apt. 687, Garrettshire, TN 26027",2023-05-30,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
71.0,Casey Thompson,kward@example.com,762-818-9159x56,"616 Johnson Gateway, Markmouth, ID 58468",2023-06-24,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
72.0,Edgar Hernandez,rebecca62@example.net,586.286.3984,"996 Moore Islands Apt. 737, Heathertown, TN 72939",2023-06-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
73.0,Debbie Romero,umyers@example.org,351.529.5100x44,"2054 Thomas Inlet Apt. 602, Emilyfurt, AS 91502",2022-06-25,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
74.0,Theresa Hernandez,janet87@example.com,+1-328-596-0133,"43066 Stephens Square Suite 419, Stevensville, TX 74574",2024-06-05,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
75.0,Robert Jackson,ryan69@example.net,+1-795-518-8664,"11522 Nancy Garden Apt. 127, East Jamesborough, NY 83825",2022-11-19,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
76.0,Danielle Roman,yanderson@example.net,901.606.1721x76,"83764 Carl Ford, Wattstown, TN 53292",2024-02-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
77.0,Lawrence Young,bowmandavid@example.org,(955)823-8396,"257 Hamilton Tunnel, Bowenberg, NH 23231",2023-02-22,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
78.0,Jared Flowers,melaniejackson@example.com,(631)794-6969,"1754 Vasquez Flat, Lake Heather, KS 67441",2024-06-28,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
79.0,Terri Kelly,simonmichael@example.net,728.834.5661x23,,2024-01-08,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
80.0,Bobby Walters,greenematthew@example.net,569-306-3211x33,"06749 Nicole Pike, Lake Rhonda, MN 51805",2022-01-04,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
81.0,Alexandria Gonzalez,donnadunn@example.org,569-625-8235x24,"397 Amy Well Suite 957, Diazchester, OK 00805",2023-07-30,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
82.0,Beth Brown,nchavez@example.com,(534)620-3440,"PSC 8876, Box 8415, APO AA 53943",2022-05-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
83.0,George Arnold,jspencer@example.com,8599394088,"8310 Jeremiah Fords Suite 594, Michelleborough, ND 95479",2022-10-26,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
84.0,Brian Williams,dcannon@example.com,001-380-819-074,,2023-05-24,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
85.0,William Barnes,igarcia@example.com,755-923-3444,"192 Jimmy Groves Suite 744, Port Jane, KY 04857",2023-07-18,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
86.0,Danielle Beck,russellpamela@example.net,(956)507-3966x2,"558 Johnson Well, New Melissamouth, LA 42051",2022-12-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
87.0,Leah Thomas,karen12@example.com,+1-916-932-6115,"USNS Gonzalez, FPO AA 19804",2022-11-01,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
88.0,Christopher Wright DDS,alexandriamarquez@example.org,757.530.4832,"157 David Corners, North Taylorfort, RI 59751",2023-06-18,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
89.0,Amy Alvarez,mreid@example.org,(393)818-7548,"1155 Bethany Summit Apt. 458, Danaburgh, NY 56694",2022-02-03,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
90.0,Karen Torres,megan19@example.net,001-786-726-672,"881 Todd Ford Apt. 599, South James, MH 67821",2022-09-07,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
91.0,Michael Hall,andersonkathryn@example.net,740-497-7103,"3324 Hess Knoll, Herreraville, VA 01518",2022-10-26,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
92.0,Troy Olson,kbean@example.net,551-853-0395x39,"42200 Munoz Path Apt. 311, South Tiffany, VA 37072",2023-12-03,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
93.0,Caleb Ferguson,xmckinney@example.net,001-396-354-704,"USNV Miranda, FPO AP 13607",2023-04-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
94.0,Tamara Robbins,rmurphy@example.net,(609)621-2161x2,"USCGC Cooper, FPO AA 85689",2023-04-12,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
95.0,Julia Barnes,cookjason@example.net,,"467 Ryan Glen Suite 618, New Karishire, WI 75246",2023-09-30,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
96.0,Amanda Villarreal,,(553)419-9815,"34286 Nicole Mountain, West Robert, DE 78433",2022-06-06,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
97.0,Sean Morrison,ndoyle@example.net,,"661 Nicole Ford, Millerton, VI 06326",2023-04-17,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
98.0,,keykenneth@example.org,(439)256-2575,"PSC 7042, Box 5399, APO AE 95284",2022-10-12,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
99.0,Patrick Baker,susancook@example.org,6435410694,"388 Stone Village Suite 221, Oconnellborough, DC 74161",2024-05-21,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
100.0,Natalie Lawson,aliciakeller@example.org,+1-473-972-4655,"USNS George, FPO AP 43209",2023-05-01,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
101.0,Bryan Garcia,jonespatricia@example.org,666.504.3985,"81243 Joel Viaduct, New Cheyenneview, NM 36284",2023-02-22,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
102.0,Juan Estrada,robinsonkaren@example.com,9772121255,"722 Malone Grove Suite 784, Hendersonshire, PR 93965",2022-12-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
103.0,Jamie Vasquez,stewartjonathan@example.org,962-341-5657,"7622 Jones Wells, Barrside, TX 79095",2023-04-25,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
104.0,Tommy Green,jbryant@example.com,664.924.4484x08,"4199 Samantha Crossroad Suite 327, Marvinport, DC 86655",2024-09-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
105.0,Mary Diaz,,(845)433-1440x7,"5786 Drew Road Apt. 879, North Heathertown, ID 15970",2024-02-04,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
106.0,Joel Allen,paulareyes@example.net,+1-513-697-7223,"3084 Williams Point Apt. 389, Arielville, FM 86661",2024-09-07,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
107.0,Melissa Silva,amyglass@example.org,6694278322,"578 Diane Locks, Wardview, AR 02745",2022-06-18,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
108.0,Dylan Nelson,wanderson@example.org,7072822484,"Unit 2835 Box 7952, DPO AP 50771",2023-06-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
109.0,Erica Dorsey,laurahenderson@example.com,(961)952-5595x2,"214 Rebecca Forges, Harrisonborough, WV 97997",2023-05-28,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
110.0,Kenneth Brown,thompsonbrianna@example.com,318-610-1690x43,"8180 Mercer Lodge Suite 800, Tonyatown, VT 78486",2023-06-07,,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
111.0,Michael Pollard,rpalmer@example.net,(633)801-7129,"475 Daniel Pike, Johnside, NM 76690",2023-04-28,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
112.0,Mckenzie Conrad,,(219)903-3342x8,,2024-07-05,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
113.0,Maria Robertson,flove@example.net,283.322.0691x49,"Unit 3202 Box 8139, DPO AP 35763",2022-02-28,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
114.0,Ryan Garza,rodneywoods@example.org,(290)802-5447,"8750 Hernandez Loop, West Chadburgh, VI 89363",2024-06-28,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
115.0,Jeffrey Miller,wschneider@example.com,(857)428-0845x3,,2022-04-11,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
116.0,Richard Williams,jasonstone@example.org,+1-584-524-7668,"9490 Nichole Ridge Apt. 961, New Markchester, NM 44528",2023-09-19,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
117.0,Laura Brown,lewisbenjamin@example.org,(870)808-5802,"47361 Meagan Locks Suite 578, Sandersbury, ND 81106",2022-04-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
118.0,Brent Williamson,andrewscott@example.org,872.789.5878x88,"392 Lee Drive Suite 817, Amandashire, VA 09578",2022-12-21,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
119.0,Jose Watson,richardsonrichard@example.net,001-637-382-068,"04826 Christopher Trail Apt. 255, North Matthewchester, AS 04683",2024-08-01,,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
120.0,Elizabeth Holland,chapmanlarry@example.com,+1-641-439-0934,"561 Alexander Extension, East Cheryl, NV 59605",2022-11-26,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
121.0,Tricia Perez,bmiller@example.net,+1-579-516-6247,"4403 Gina Hills, North Kaylaburgh, VT 71480",2023-07-17,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
122.0,Mrs. Alicia Wells,lgonzalez@example.org,527-435-3248x91,"6224 Schmidt Lane Apt. 418, East Carol, LA 34649",2024-10-30,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
123.0,William Malone,clairebuckley@example.com,001-712-988-879,"800 Rogers Track Apt. 786, Prattshire, UT 70814",2023-04-02,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
124.0,Thomas Spencer,vwilson@example.com,455.318.5344x58,"5743 Snyder Canyon, Lambertfort, IN 12402",2022-08-20,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
125.0,Alexander Miller,yhardy@example.com,001-250-716-307,"USNS Short, FPO AA 73799",2023-11-29,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
126.0,Mary Thompson,jadams@example.org,739-993-2169x13,"4302 Williams Forge, North Barrytown, MD 25080",2022-01-25,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
127.0,Trevor Blackburn,morrisonrobert@example.com,001-324-415-329,"74805 Allen Lodge, Arroyofort, MT 88009",2023-10-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
128.0,,dsmith@example.net,(570)449-8767,"6618 Miller Drive Suite 723, Pamelafort, NJ 40851",2022-04-20,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
129.0,Benjamin Hester,lrussell@example.com,001-475-857-773,"6237 Berry River, Barbaraburgh, GU 04613",2023-08-05,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
130.0,Mitchell Williams,kathy35@example.com,738-348-0231,"3350 Michael Throughway, New Lisa, MI 27468",2023-07-30,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
131.0,Jesse Edwards,nkirby@example.net,(814)766-5447x2,"04983 Vasquez Parkway, Lake Adam, MD 37678",2024-09-21,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
132.0,Elizabeth Johnson,jessicaperez@example.com,001-302-523-576,"6785 Leah Burgs, Shermanside, NV 89009",2024-02-09,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
133.0,Howard Jefferson,vickie57@example.net,9697157618,"753 Dean Green, Tracybury, TN 11376",2024-10-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
134.0,Stephanie Acosta,ubriggs@example.net,+1-390-429-6297,"8917 Steve Hill, Fostertown, AK 23789",2023-01-07,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
135.0,Tyler Young,madison75@example.org,+1-881-413-4554,"PSC 6105, Box 6243, APO AP 41780",2024-09-30,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
136.0,Tiffany Bell,adkinsjames@example.com,343.463.5860,"7035 Roberts Port, New Kimberly, NE 75652",2022-04-01,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
137.0,Eric Rodriguez,regina47@example.org,336-471-6191,"158 Rivera Prairie Suite 816, Lake Michelle, FL 20357",2022-12-27,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
138.0,Heather Cowan,sarah88@example.org,(325)206-1937,"1923 Huynh Club Apt. 445, Myersview, CA 37410",2023-02-25,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
139.0,Tiffany Smith,jose20@example.net,909-697-4162,"5167 Gonzalez Causeway Suite 981, Port Michael, ME 98000",2023-07-05,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
140.0,Claudia Trevino,heather62@example.org,575-661-4675x20,"639 Reginald Underpass Apt. 390, Reyeschester, AR 81107",2024-09-20,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
141.0,Jennifer Vaughn,mark48@example.com,(341)953-5836,"60042 Anthony Pike, Amberhaven, AZ 66063",2022-07-30,False,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
142.0,,scottkatherine@example.net,(417)599-6449,"65507 Sarah Grove, Lake Kristinborough, FM 25288",2024-04-24,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
143.0,Lisa Greer,mcarter@example.org,(734)342-5033,"PSC 0557, Box 2014, APO AA 72667",2024-02-28,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
144.0,Kenneth Shannon,katiebarnes@example.com,431.462.3573,"168 Michael Club Suite 484, Allenport, MO 26341",2023-07-18,,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
145.0,Robert Tyler,perezroy@example.net,397.309.9717,"5057 Richard Wells Apt. 615, Hartport, OH 61352",2023-06-13,True,2026-01-05 15:19:13.325201,users_dataset.csv,2026-01-05
