transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes,pos_timestamp,kafka_timestamp,source,received_timestamp,offset,partition
21.0,260.0,831.0,13.0,1.0,4000.0,4000.0,15.0,600.0,8.0,272.0,3672.0,COD,Completed,2024-08-31,2024-08-31 17:35:02.005277,2024-09-07 17:35:02.005277,"17207 Kathryn Mission, Port Janice, AZ 81558",Order for Dynamic Chic Tanks,2026-02-25T10:46:49.479612,2026-02-25T10:46:49.479612,pos_system,2026-02-25T11:15:16.138880,20,0
22.0,293.0,1291.0,7.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,,Completed,2024-02-09,2024-02-09 23:55:39.255126,2024-02-14 23:55:39.255126,"1084 Mccoy Mews, New Jason, OR 99078",Order for Tailored Bright T-Shirts,2026-02-25T10:46:49.501034,2026-02-25T10:46:49.501034,pos_system,2026-02-25T11:15:16.138880,21,0
23.0,300.0,1974.0,4.0,1.0,10000.0,10000.0,0.0,0.0,8.0,800.0,10800.0,COD,Completed,2024-01-31,2024-01-31 22:03:36.513322,2024-02-06 22:03:36.513322,"738 Mathis Court Suite 114, Lindastad, GU 92579",Order for Urban Dynamic Blazers,2026-02-25T10:46:49.522053,2026-02-25T10:46:49.522053,pos_system,2026-02-25T11:15:16.138880,22,0
24.0,343.0,,3.0,2.0,11000.0,22000.0,0.0,0.0,8.0,1760.0,23760.0,Bank Transfer,Completed,2024-08-02,2024-08-02 19:59:56.445498,2024-08-08 19:59:56.445498,"948 Taylor Centers, Lake Mike, GA 32253",Order for Rustic Oversized Kimono,2026-02-25T10:46:49.542902,2026-02-25T10:46:49.542902,pos_system,2026-02-25T11:15:16.138880,23,0
25.0,292.0,,5.0,1.0,15000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,Credit Card,Completed,2024-06-17,2024-06-17 16:13:41.942000,2024-06-20 16:13:41.942000,"68466 Daniel Fords Suite 830, Janetland, TN 84643",Order for Vintage Relaxed Hoodies & Jackets,2026-02-25T10:46:49.564077,2026-02-25T10:46:49.564077,pos_system,2026-02-25T11:15:16.138880,24,0
26.0,226.0,1025.0,7.0,2.0,4500.0,9000.0,5.0,450.0,8.0,684.0,9234.0,Bank Transfer,Pending,2024-06-27,2024-06-27 16:17:20.427064,2024-07-02 16:17:20.427064,,Order for Vintage Chic Track Pants,2026-02-25T10:46:49.585689,2026-02-25T10:46:49.585689,pos_system,2026-02-25T11:15:16.138880,25,0
27.0,416.0,1749.0,11.0,2.0,8000.0,16000.0,10.0,1600.0,8.0,1152.0,15552.0,Credit Card,Completed,2024-06-19,2024-06-19 03:04:44.087775,2024-06-21 03:04:44.087775,"13469 Mariah Drives Suite 513, Thompsonville, MN 01290",Order for Tailored Essential Denim Jackets,2026-02-25T10:46:49.606288,2026-02-25T10:46:49.606288,pos_system,2026-02-25T11:15:16.138880,26,0
28.0,245.0,445.0,14.0,3.0,3500.0,10500.0,10.0,1050.0,8.0,756.0,10206.0,Credit Card,Completed,2024-09-24,2024-09-24 07:52:07.599836,2024-09-26 07:52:07.599836,"55116 Brittany Well Apt. 599, Laurenhaven, WY 33773",Order for Edgy Relaxed Oversize Tee,2026-02-25T10:46:49.627999,2026-02-25T10:46:49.627999,pos_system,2026-02-25T11:15:16.138880,27,0
29.0,450.0,335.0,14.0,1.0,11000.0,11000.0,10.0,1100.0,8.0,792.0,10692.0,Credit Card,Completed,2024-01-30,2024-01-30 16:53:29.300762,2024-02-01 16:53:29.300762,"34115 Benjamin Fork, Rubenland, KY 35071",Order for Refined Luxury Hoodies & Jackets,2026-02-25T10:46:49.648721,2026-02-25T10:46:49.648721,pos_system,2026-02-25T11:15:16.138880,28,0
30.0,332.0,934.0,1.0,2.0,4000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,Credit Card,Completed,2024-08-22,2024-08-22 12:21:43.526540,2024-08-26 12:21:43.526540,"112 Jessica Point, North Rachel, PW 61568",Order for Smart Bright Beach Wear,2026-02-25T10:46:49.669235,2026-02-25T10:46:49.669235,pos_system,2026-02-25T11:15:16.138880,29,0
,257.0,2043.0,11.0,2.0,9000.0,18000.0,0.0,0.0,8.0,1440.0,19440.0,Debit Card,Completed,2024-09-17,2024-09-17 17:17:08.939225,2024-09-24 17:17:08.939225,"607 Amy Mission Suite 297, Andreaside, IN 92391",Order for Vintage Heritage Coats,2026-02-25T10:46:49.690502,2026-02-25T10:46:49.690502,pos_system,2026-02-25T11:15:16.138880,30,0
32.0,95.0,387.0,3.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,Credit Card,Completed,2024-02-16,2024-02-16 16:16:56.131944,,,Order for Retro Smart Tanks,2026-02-25T10:46:49.711066,2026-02-25T10:46:49.711066,pos_system,2026-02-25T11:15:16.138880,31,0
33.0,241.0,1197.0,13.0,1.0,14500.0,14500.0,0.0,,8.0,1160.0,15660.0,Digital Wallet,Completed,2024-06-23,2024-06-23 16:52:49.098322,2024-06-26 16:52:49.098322,"942 Benjamin Vista Suite 054, Port Jonathantown, FM 97817",Order for Slim Fit Oversized Utility Pants,2026-02-25T10:46:49.731873,2026-02-25T10:46:49.731873,pos_system,2026-02-25T11:15:16.138880,32,0
34.0,438.0,2421.0,17.0,2.0,3500.0,7000.0,0.0,0.0,8.0,560.0,7560.0,Credit Card,Completed,2024-10-06,2024-10-06 10:30:38.484732,2024-10-08 10:30:38.484732,"9382 Ann Way Apt. 535, North Lisatown, ND 53974",Order for Minimalist Vintage Track Pants,2026-02-25T10:46:49.753626,2026-02-25T10:46:49.753626,pos_system,2026-02-25T11:15:16.138880,33,0
35.0,379.0,1974.0,4.0,3.0,10000.0,30000.0,0.0,0.0,8.0,2400.0,32400.0,Debit Card,Completed,2024-02-22,2024-02-22 21:04:26.332212,2024-02-29 21:04:26.332212,"4899 Walls Locks Suite 573, New Michelle, AK 14589",Order for Urban Dynamic Blazers,2026-02-25T10:46:49.774664,2026-02-25T10:46:49.774664,pos_system,2026-02-25T11:15:16.138880,34,0
36.0,446.0,,15.0,3.0,5500.0,16500.0,0.0,0.0,8.0,1320.0,17820.0,COD,Completed,2024-01-26,2024-01-26 05:28:32.088563,2024-02-02 05:28:32.088563,"015 Stacy Club Apt. 606, Nancyshire, PA 72209",Order for Minimalist Oversized Chinos,2026-02-25T10:46:49.795833,2026-02-25T10:46:49.795833,pos_system,2026-02-25T11:15:16.138880,35,0
37.0,372.0,1210.0,19.0,1.0,3500.0,3500.0,0.0,0.0,8.0,280.0,3780.0,Bank Transfer,Completed,,2024-04-09 20:53:54.553191,2024-04-11 20:53:54.553191,"343 Brianna Branch, East Joseph, OR 94321",Order for Sporty Chic Beach Wear,2026-02-25T10:46:49.816363,2026-02-25T10:46:49.816363,pos_system,2026-02-25T11:15:16.138880,36,0
38.0,3.0,149.0,,1.0,9000.0,9000.0,0.0,0.0,8.0,720.0,9720.0,Credit Card,,2024-02-02,2024-02-02 03:23:07.468954,2024-02-07 03:23:07.468954,"23191 Tonya Court Suite 106, West Brandon, MI 79827",Order for Smart Elegant Cardigans,2026-02-25T10:46:49.837638,2026-02-25T10:46:49.837638,pos_system,2026-02-25T11:15:16.138880,37,0
39.0,136.0,2014.0,23.0,3.0,13000.0,39000.0,0.0,0.0,8.0,3120.0,42120.0,Bank Transfer,Completed,2024-06-08,2024-06-08 17:35:20.299724,2024-06-13 17:35:20.299724,"7035 Roberts Port, New Kimberly, NE 75652",Order for Wide Leg Refined Blazers,2026-02-25T10:46:49.858409,2026-02-25T10:46:49.858409,pos_system,2026-02-25T11:15:16.138880,38,0
40.0,81.0,1079.0,15.0,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,Bank Transfer,Completed,2024-06-02,2024-06-02 09:28:44.171675,2024-06-05 09:28:44.171675,"397 Amy Well Suite 957, Diazchester, OK 00805",Order for Structured Oversized Track Pants,2026-02-25T10:46:49.880121,2026-02-25T10:46:49.880121,pos_system,2026-02-25T11:15:16.139879,39,0
41.0,99.0,1749.0,11.0,1.0,8000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,Bank Transfer,Completed,2024-02-13,2024-02-13 21:19:11.931874,2024-02-20 21:19:11.931874,"388 Stone Village Suite 221, Oconnellborough, DC 74161",Order for Tailored Essential Denim Jackets,2026-02-25T10:46:49.900842,2026-02-25T10:46:49.900842,pos_system,2026-02-25T11:15:16.139879,40,0
42.0,295.0,1801.0,2.0,2.0,4500.0,9000.0,0.0,0.0,8.0,720.0,9720.0,Bank Transfer,Completed,2024-09-20,2024-09-20 21:09:18.585240,2024-09-22 21:09:18.585240,"943 Mary Locks Apt. 303, Mcphersonshire, MI 09670",Order for Minimalist Statement Shorts,2026-02-25T10:46:49.921486,2026-02-25T10:46:49.921486,pos_system,2026-02-25T11:15:16.139879,41,0
43.0,27.0,386.0,24.0,1.0,4000.0,4000.0,0.0,0.0,8.0,320.0,4320.0,Credit Card,Pending,2024-04-24,2024-04-24 10:18:19.128443,2024-04-30 10:18:19.128443,"2464 Jimmy Harbor, Lake Andrea, WA 42286",Order for Luxury Luxury Joggers & Pants,2026-02-25T10:46:49.942819,2026-02-25T10:46:49.942819,pos_system,2026-02-25T11:15:16.139879,42,0
44.0,319.0,758.0,14.0,3.0,3000.0,9000.0,0.0,0.0,8.0,720.0,9720.0,Credit Card,Completed,2024-07-12,2024-07-12 01:30:33.638708,2024-07-16 01:30:33.638708,"0402 Rush Flats, New Nicholas, OK 77929",Order for Soft Elegant Oversize Tee,2026-02-25T10:46:49.963811,2026-02-25T10:46:49.963811,pos_system,2026-02-25T11:15:16.139879,43,0
45.0,17.0,1919.0,21.0,2.0,14500.0,29000.0,5.0,1450.0,8.0,2204.0,29754.0,Bank Transfer,Completed,2024-07-05,2024-07-05 19:11:44.481340,2024-07-10 19:11:44.481340,"6959 Robin Underpass Apt. 046, Whitestad, UT 00507",Order for Oversized Camo Blazers,2026-02-25T10:46:49.984880,2026-02-25T10:46:49.984880,pos_system,2026-02-25T11:15:16.139879,44,0
46.0,139.0,2135.0,2.0,2.0,14000.0,28000.0,0.0,0.0,8.0,2240.0,,Debit Card,Completed,2024-10-12,2024-10-12 21:01:06.747979,2024-10-14 21:01:06.747979,"5167 Gonzalez Causeway Suite 981, Port Michael, ME 98000",Order for Rustic Bold Cardigans,2026-02-25T10:46:50.006486,2026-02-25T10:46:50.006486,pos_system,2026-02-25T11:15:16.139879,45,0
47.0,404.0,2429.0,21.0,3.0,6000.0,18000.0,15.0,2700.0,8.0,1224.0,16524.0,Credit Card,Completed,2024-02-23,2024-02-23 09:07:39.047721,2024-02-26 09:07:39.047721,"449 Russell Well, North Kristin, MN 12113",Order for Lightweight Statement Chinos,2026-02-25T10:46:50.027161,2026-02-25T10:46:50.027161,pos_system,2026-02-25T11:15:16.139879,46,0
48.0,204.0,1872.0,14.0,2.0,3000.0,6000.0,0.0,0.0,8.0,480.0,6480.0,Digital Wallet,Completed,2024-01-25,2024-01-25 09:45:37.606840,2024-01-30 09:45:37.606840,"016 Smith Islands Apt. 954, Aaronland, AR 10823",Order for Bright Wide Leg Joggers & Pants,2026-02-25T10:46:50.048091,2026-02-25T10:46:50.048091,pos_system,2026-02-25T11:15:16.139879,47,0
49.0,172.0,393.0,14.0,1.0,8000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,Credit Card,Completed,2024-08-08,2024-08-08 08:43:28.925631,2024-08-12 08:43:28.925631,"7770 Thornton Street Apt. 642, Pamelaville, AS 93054",Order for Preppy Sporty Hoodies & Jackets,2026-02-25T10:46:50.069027,2026-02-25T10:46:50.069027,pos_system,2026-02-25T11:15:16.139879,48,0
50.0,86.0,744.0,19.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,Debit Card,Completed,2024-04-10,2024-04-10 22:51:29.576993,2024-04-17 22:51:29.576993,"558 Johnson Well, New Melissamouth, LA 42051",Order for Rustic Trendy T-Shirts,2026-02-25T10:46:50.090121,2026-02-25T10:46:50.090121,pos_system,2026-02-25T11:15:16.139879,49,0
51.0,189.0,1631.0,15.0,3.0,5500.0,16500.0,,0.0,8.0,1320.0,17820.0,Debit Card,Returned,2024-01-07,2024-01-07 03:22:26.233200,2024-01-11 03:22:26.233200,"8073 Alex Common Suite 225, Lake Tammy, CT 90169",Order for Minimalist Oversized Chinos,2026-02-25T10:46:50.111661,2026-02-25T10:46:50.111661,pos_system,2026-02-25T11:15:16.139879,50,0
52.0,103.0,1326.0,16.0,2.0,4000.0,8000.0,10.0,800.0,8.0,576.0,7776.0,Debit Card,Completed,2024-07-25,2024-07-25 19:53:02.660546,2024-07-27 19:53:02.660546,"7622 Jones Wells, Barrside, TX 79095",Order for Preppy Comfy Shorts,2026-02-25T10:46:50.133291,2026-02-25T10:46:50.133291,pos_system,2026-02-25T11:15:16.139879,51,0
53.0,208.0,,2.0,3.0,11000.0,33000.0,0.0,0.0,8.0,2640.0,35640.0,Credit Card,Completed,2024-03-26,2024-03-26 20:31:36.234595,2024-03-30 20:31:36.234595,"59523 Roberts Square Suite 976, East Brianville, MT 02596",Order for Heritage Statement Kimono,2026-02-25T10:46:50.154445,2026-02-25T10:46:50.154445,pos_system,2026-02-25T11:15:16.139879,52,0
54.0,492.0,760.0,14.0,3.0,4500.0,13500.0,5.0,675.0,8.0,1026.0,13851.0,Credit Card,Returned,2024-09-19,2024-09-19 06:33:17.150079,,"7426 Palmer Fall, Port Christinefurt, PW 12515",Order for Comfy Luxury Tanks,2026-02-25T10:46:50.176010,2026-02-25T10:46:50.176010,pos_system,2026-02-25T11:15:16.139879,53,0
55.0,41.0,672.0,2.0,1.0,4500.0,4500.0,0.0,0.0,8.0,360.0,4860.0,COD,Completed,2024-08-16,,2024-08-22 05:51:26.848734,"7380 Lisa Via, New Annaberg, OH 04415",Order for Rustic Sporty Beach Wear,2026-02-25T10:46:50.196578,2026-02-25T10:46:50.196578,pos_system,2026-02-25T11:15:16.139879,54,0
56.0,104.0,523.0,10.0,1.0,13000.0,13000.0,0.0,0.0,8.0,1040.0,14040.0,Digital Wallet,Cancelled,2024-05-21,2024-05-21 15:39:41.686049,,"4199 Samantha Crossroad Suite 327, Marvinport, DC 86655",Order for Slim Fit Classic Utility Pants,2026-02-25T10:46:50.217804,2026-02-25T10:46:50.217804,pos_system,2026-02-25T11:15:16.139879,55,0
57.0,241.0,168.0,,1.0,12000.0,12000.0,0.0,0.0,,960.0,12960.0,Credit Card,Completed,2024-09-21,2024-09-21 22:22:09.400916,2024-09-23 22:22:09.400916,"942 Benjamin Vista Suite 054, Port Jonathantown, FM 97817",Order for Lightweight Textured Kimono,2026-02-25T10:46:50.238917,2026-02-25T10:46:50.238917,pos_system,2026-02-25T11:15:16.139879,56,0
58.0,279.0,2241.0,5.0,3.0,4000.0,12000.0,0.0,0.0,8.0,960.0,12960.0,Debit Card,Cancelled,2024-02-07,2024-02-07 17:04:08.664312,,"USNV Martinez, FPO AP 10899",Order for Heritage Retro Oversize Tee,2026-02-25T10:46:50.259502,2026-02-25T10:46:50.259502,pos_system,2026-02-25T11:15:16.139879,57,0
59.0,412.0,106.0,24.0,2.0,9000.0,18000.0,10.0,1800.0,8.0,1296.0,17496.0,Credit Card,Completed,2024-05-06,2024-05-06 09:07:45.958456,2024-05-13 09:07:45.958456,"4628 Hickman Springs, North Johnshire, CA 65585",Order for Preppy Functional Hoodies & Jackets,2026-02-25T10:46:50.280384,2026-02-25T10:46:50.280384,pos_system,2026-02-25T11:15:16.139879,58,0
60.0,,593.0,11.0,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,Debit Card,Pending,2024-01-02,2024-01-02 03:22:04.192788,2024-01-04 03:22:04.192788,"558 Johnson Well, New Melissamouth, LA 42051",Order for Trendy Urban Polos,2026-02-25T10:46:50.300943,2026-02-25T10:46:50.300943,pos_system,2026-02-25T11:15:16.140884,59,0
61.0,27.0,1233.0,14.0,1.0,13500.0,13500.0,0.0,0.0,8.0,1080.0,14580.0,Bank Transfer,Completed,2024-10-01,2024-10-01 23:30:44.159769,2024-10-04 23:30:44.159769,"2464 Jimmy Harbor, Lake Andrea, WA 42286",Order for Minimalist Essential Blazers,2026-02-25T10:46:50.321833,2026-02-25T10:46:50.321833,pos_system,2026-02-25T11:15:16.140884,60,0
62.0,145.0,2228.0,17.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,Credit Card,Completed,2024-09-04,2024-09-04 00:10:23.713198,2024-09-09 00:10:23.713198,"5057 Richard Wells Apt. 615, Hartport, OH 61352",Order for Classic Bright Polos,2026-02-25T10:46:50.344258,2026-02-25T10:46:50.344258,pos_system,2026-02-25T11:15:16.140884,61,0
63.0,107.0,1210.0,19.0,2.0,3500.0,7000.0,0.0,0.0,8.0,560.0,7560.0,Bank Transfer,Completed,2024-07-25,2024-07-25 23:27:07.055789,2024-08-01 23:27:07.055789,"578 Diane Locks, Wardview, AR 02745",Order for Sporty Chic Beach Wear,2026-02-25T10:46:50.365029,2026-02-25T10:46:50.365029,pos_system,2026-02-25T11:15:16.140884,62,0
64.0,431.0,1534.0,20.0,2.0,5000.0,10000.0,10.0,1000.0,8.0,720.0,9720.0,Credit Card,Completed,2024-10-13,2024-10-13 16:11:46.806237,2024-10-16 16:11:46.806237,"09437 Devin Oval, Karenport, ID 42205",Order for Modern Casual Beach Wear,2026-02-25T10:46:50.386384,2026-02-25T10:46:50.386384,pos_system,2026-02-25T11:15:16.140884,63,0
65.0,373.0,923.0,8.0,3.0,13500.0,40500.0,0.0,0.0,8.0,3240.0,43740.0,Credit Card,Completed,2024-10-15,2024-10-15 01:19:51.207590,2024-10-22 01:19:51.207590,"18300 Shannon Views, Smithbury, FM 97892",Order for Retro Vintage Kimono,2026-02-25T10:46:50.408086,2026-02-25T10:46:50.408086,pos_system,2026-02-25T11:15:16.140884,64,0
66.0,73.0,1314.0,12.0,1.0,4500.0,4500.0,5.0,225.0,8.0,342.0,4617.0,COD,Completed,2024-09-12,2024-09-12 14:50:38.074760,2024-09-15 14:50:38.074760,"2054 Thomas Inlet Apt. 602, Emilyfurt, AS 91502",Order for Neutral Modern Track Pants,2026-02-25T10:46:50.429203,2026-02-25T10:46:50.429203,pos_system,2026-02-25T11:15:16.140884,65,0
67.0,453.0,2217.0,6.0,2.0,3500.0,7000.0,0.0,0.0,8.0,560.0,7560.0,Debit Card,,2024-02-04,2024-02-04 19:16:01.082889,2024-02-10 19:16:01.082889,"PSC 1027, Box 1088, APO AP 20547",Order for Smart Tailored Tanks,2026-02-25T10:46:50.450387,2026-02-25T10:46:50.450387,pos_system,2026-02-25T11:15:16.140884,66,0
68.0,250.0,1101.0,23.0,1.0,10000.0,10000.0,0.0,0.0,,800.0,10800.0,COD,Completed,2024-06-26,2024-06-26 16:11:26.157784,,"43431 Cannon Village Apt. 237, Brownshire, IL 21534",Order for Functional Retro Kimono,2026-02-25T10:46:50.472300,2026-02-25T10:46:50.472300,pos_system,2026-02-25T11:15:16.140884,67,0
69.0,109.0,1563.0,22.0,3.0,9500.0,28500.0,0.0,0.0,,2280.0,30780.0,Credit Card,Completed,2024-04-20,2024-04-20 17:56:47.528988,2024-04-23 17:56:47.528988,"214 Rebecca Forges, Harrisonborough, WV 97997",Order for Structured Statement Utility Pants,2026-02-25T10:46:50.492848,2026-02-25T10:46:50.492848,pos_system,2026-02-25T11:15:16.140884,68,0
