transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes,pos_timestamp,kafka_timestamp,source,received_timestamp,offset,partition
111.0,,508.0,1.0,1.0,14000.0,14000.0,0.0,0.0,8.0,1120.0,15120.0,Bank Transfer,Completed,2024-04-20,,2024-04-22 01:53:37.438439,"25271 Phillips Estates, East Deborah, AZ 13550",Order for Retro Neutral Utility Pants,2026-02-25T10:46:51.381655,2026-02-25T10:46:51.381655,pos_system,2026-02-25T11:15:16.466414,110,0
112.0,499.0,1246.0,22.0,1.0,12000.0,12000.0,0.0,0.0,8.0,960.0,12960.0,Debit Card,Completed,2024-04-10,2024-04-10 11:04:04.282179,,"Unit 5993 Box 5499, DPO AP 45316",Order for Comfy Casual Hoodies & Jackets,2026-02-25T10:46:51.403065,2026-02-25T10:46:51.403065,pos_system,2026-02-25T11:15:16.466414,111,0
113.0,294.0,2004.0,2.0,2.0,14500.0,29000.0,15.0,4350.0,8.0,1972.0,26622.0,COD,Completed,2024-01-03,2024-01-03 06:49:52.040569,2024-01-08 06:49:52.040569,"707 Thompson Prairie, North Danielstad, NM 14059",Order for Preppy Lightweight Denim Jackets,2026-02-25T10:46:51.424178,2026-02-25T10:46:51.424178,pos_system,2026-02-25T11:15:16.466414,112,0
114.0,307.0,606.0,5.0,1.0,3000.0,3000.0,0.0,0.0,8.0,240.0,3240.0,Credit Card,Completed,2024-02-24,2024-02-24 07:50:34.231459,2024-02-27 07:50:34.231459,"2748 Sarah Glens, Port Jamesport, LA 97419",Order for Relaxed Camo Shorts,2026-02-25T10:46:51.445591,2026-02-25T10:46:51.445591,pos_system,2026-02-25T11:15:16.466414,113,0
115.0,384.0,1125.0,1.0,2.0,4500.0,9000.0,0.0,0.0,8.0,720.0,9720.0,Debit Card,Completed,2024-10-29,2024-10-29 21:19:34.059968,2024-11-02 21:19:34.059968,"3684 Stark Heights, Thomasport, TN 78930",Order for Camo Minimalist T-Shirts,2026-02-25T10:46:51.466881,2026-02-25T10:46:51.466881,pos_system,2026-02-25T11:15:16.466414,114,0
116.0,337.0,2323.0,17.0,2.0,8000.0,16000.0,0.0,0.0,8.0,1280.0,17280.0,Credit Card,Completed,2024-05-20,2024-05-20 07:08:59.729777,2024-05-26 07:08:59.729777,"657 Chavez Gateway, East Jamiemouth, ND 90422",Order for Trendy Layered Hoodies & Jackets,2026-02-25T10:46:51.487763,2026-02-25T10:46:51.487763,pos_system,2026-02-25T11:15:16.466414,115,0
117.0,463.0,251.0,4.0,1.0,5500.0,5500.0,0.0,0.0,8.0,440.0,5940.0,Credit Card,Cancelled,2024-01-22,2024-01-22 07:01:09.168186,,"37871 Ryan Forest Suite 342, Amandaberg, AR 18011",Order for Retro Casual Chinos,2026-02-25T10:46:51.508838,2026-02-25T10:46:51.508838,pos_system,2026-02-25T11:15:16.466414,116,0
118.0,305.0,1848.0,15.0,3.0,4000.0,12000.0,5.0,600.0,8.0,912.0,12312.0,Bank Transfer,Completed,2024-09-28,2024-09-28 11:39:16.001940,2024-10-05 11:39:16.001940,"70843 Courtney Throughway, North Joannaland, NC 96120",Order for Modern Structured Tanks,2026-02-25T10:46:51.529825,2026-02-25T10:46:51.529825,pos_system,2026-02-25T11:15:16.466414,117,0
119.0,361.0,1971.0,7.0,2.0,9500.0,19000.0,0.0,0.0,8.0,1520.0,20520.0,Credit Card,Completed,2024-03-25,2024-03-25 18:27:01.155934,2024-04-01 18:27:01.155934,"7780 Stephen Road Apt. 689, Huntermouth, CT 58588",Order for Retro Refined Cardigans,2026-02-25T10:46:51.550388,2026-02-25T10:46:51.550388,pos_system,2026-02-25T11:15:16.466414,118,0
120.0,186.0,1988.0,,1.0,3000.0,3000.0,,0.0,8.0,240.0,3240.0,Digital Wallet,,2024-09-14,2024-09-14 09:52:05.981314,2024-09-17 09:52:05.981314,"Unit 2968 Box 5501, DPO AP 88198",Order for Structured Preppy Oversize Tee,2026-02-25T10:46:51.571714,2026-02-25T10:46:51.571714,pos_system,2026-02-25T11:15:16.466414,119,0
121.0,442.0,228.0,18.0,3.0,4000.0,12000.0,0.0,,8.0,960.0,12960.0,,Completed,2024-09-18,2024-09-18 11:23:59.721494,2024-09-20 11:23:59.721494,"8635 Jones Point Suite 408, North Andrewtown, TN 44339",Order for Heritage Minimalist Sweatshirts,2026-02-25T10:46:51.592972,2026-02-25T10:46:51.592972,pos_system,2026-02-25T11:15:16.466414,120,0
122.0,212.0,1676.0,8.0,2.0,11500.0,23000.0,0.0,0.0,8.0,1840.0,24840.0,Credit Card,Completed,2024-01-07,2024-01-07 07:37:32.090352,2024-01-14 07:37:32.090352,"767 Willie Plaza, Audreyfort, NH 54971",Order for Modern Smart Kimono,2026-02-25T10:46:51.615543,2026-02-25T10:46:51.615543,pos_system,2026-02-25T11:15:16.466414,121,0
123.0,382.0,1413.0,2.0,,14500.0,14500.0,0.0,0.0,8.0,1160.0,15660.0,Bank Transfer,Failed,2024-08-03,2024-08-03 09:24:55.814484,,"PSC 1447, Box 1452, APO AA 29534",Order for Structured Heritage Kimono,2026-02-25T10:46:51.636251,2026-02-25T10:46:51.636251,pos_system,2026-02-25T11:15:16.466414,122,0
124.0,72.0,1524.0,7.0,3.0,9500.0,28500.0,5.0,1425.0,8.0,2166.0,29241.0,Digital Wallet,Completed,2024-02-23,2024-02-23 08:18:52.441827,2024-02-25 08:18:52.441827,"996 Moore Islands Apt. 737, Heathertown, TN 72939",Order for Structured Functional Coats,2026-02-25T10:46:51.657871,2026-02-25T10:46:51.657871,pos_system,2026-02-25T11:15:16.466414,123,0
125.0,470.0,1655.0,24.0,1.0,5000.0,5000.0,0.0,0.0,8.0,400.0,5400.0,Credit Card,Cancelled,2024-06-09,2024-06-09 02:00:57.804681,,"289 Morgan Stream Suite 709, Shawburgh, DE 60167",Order for Urban Trendy Joggers & Pants,2026-02-25T10:46:51.679135,2026-02-25T10:46:51.679135,pos_system,2026-02-25T11:15:16.466414,124,0
126.0,134.0,861.0,13.0,1.0,2500.0,2500.0,0.0,0.0,,200.0,2700.0,COD,Completed,2024-04-20,2024-04-20 00:47:26.277420,2024-04-23 00:47:26.277420,"8917 Steve Hill, Fostertown, AK 23789",Order for Urban Textured Shorts,2026-02-25T10:46:51.699814,2026-02-25T10:46:51.699814,pos_system,2026-02-25T11:15:16.466414,125,0
127.0,63.0,1963.0,5.0,3.0,10000.0,30000.0,0.0,0.0,8.0,2400.0,32400.0,Bank Transfer,Completed,2024-01-30,2024-01-30 21:40:03.056230,2024-02-06 21:40:03.056230,"086 Nicole Forge, East Gregorytown, MN 75819",Order for Rustic Smart Denim Jackets,2026-02-25T10:46:51.721034,2026-02-25T10:46:51.721034,pos_system,2026-02-25T11:15:16.466414,126,0
128.0,247.0,1414.0,5.0,3.0,4000.0,,0.0,0.0,8.0,960.0,12960.0,COD,Completed,2024-08-16,2024-08-16 19:24:16.298759,2024-08-22 19:24:16.298759,"1799 Tina Trail, Port Susanside, AL 19476",Order for Heritage Modern Shorts,2026-02-25T10:46:51.741855,2026-02-25T10:46:51.741855,pos_system,2026-02-25T11:15:16.466414,127,0
129.0,37.0,1628.0,14.0,2.0,2500.0,5000.0,,500.0,8.0,360.0,4860.0,Debit Card,Completed,2024-06-24,2024-06-24 11:12:09.344532,2024-06-30 11:12:09.344532,"0072 Garza Crest Suite 746, Nancyville, VA 16375",Order for Trendy Dynamic Polos,2026-02-25T10:46:51.762592,2026-02-25T10:46:51.762592,pos_system,2026-02-25T11:15:16.466414,128,0
130.0,249.0,1961.0,15.0,1.0,5000.0,5000.0,0.0,0.0,8.0,400.0,5400.0,COD,Failed,2024-09-13,2024-09-13 21:29:30.433432,,"Unit 1097 Box 8073, DPO AE 68139",Order for Soft Relaxed Sweatshirts,2026-02-25T10:46:51.784117,2026-02-25T10:46:51.784117,pos_system,2026-02-25T11:15:16.466414,129,0
131.0,13.0,2420.0,,2.0,2500.0,5000.0,0.0,0.0,8.0,400.0,5400.0,Debit Card,Completed,2024-09-17,2024-09-17 01:26:47.367475,2024-09-21 01:26:47.367475,"549 Douglas Greens, Lake Annshire, MN 83044",Order for Sporty Oversized Polos,2026-02-25T10:46:51.805020,2026-02-25T10:46:51.805020,pos_system,2026-02-25T11:15:16.467407,130,0
132.0,496.0,1465.0,3.0,3.0,4000.0,12000.0,10.0,1200.0,8.0,864.0,11664.0,Credit Card,Completed,2024-08-08,2024-08-08 13:08:33.182422,2024-08-13 13:08:33.182422,"0393 Davis Vista, West Ericaport, PR 47393",Order for Minimalist Functional Oversize Tee,2026-02-25T10:46:51.826025,2026-02-25T10:46:51.826025,pos_system,2026-02-25T11:15:16.467407,131,0
133.0,234.0,1727.0,19.0,2.0,15000.0,30000.0,0.0,0.0,8.0,2400.0,32400.0,COD,Cancelled,2024-07-30,2024-07-30 07:25:27.692418,,"921 Shane Mills Suite 295, Bradleyfort, MD 78798",Order for Oversized Textured Hoodies & Jackets,2026-02-25T10:46:51.847710,2026-02-25T10:46:51.847710,pos_system,2026-02-25T11:15:16.467407,132,0
134.0,487.0,1512.0,13.0,,3000.0,6000.0,10.0,600.0,,432.0,5832.0,Debit Card,Completed,2024-08-06,2024-08-06 12:24:07.671103,2024-08-12 12:24:07.671103,"8917 Arthur Mountains, Youngberg, NY 19574",Order for Minimalist Vintage Oversize Tee,2026-02-25T10:46:51.868726,2026-02-25T10:46:51.868726,pos_system,2026-02-25T11:15:16.467407,133,0
135.0,332.0,1437.0,3.0,2.0,4000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,Credit Card,Completed,2024-03-19,2024-03-19 02:42:53.367072,2024-03-23 02:42:53.367072,"112 Jessica Point, North Rachel, PW 61568",Order for Retro Essential Sweatshirts,2026-02-25T10:46:51.889717,2026-02-25T10:46:51.889717,pos_system,2026-02-25T11:15:16.467407,134,0
136.0,45.0,1631.0,15.0,3.0,5500.0,,0.0,0.0,8.0,1320.0,17820.0,Credit Card,Completed,2024-05-17,,2024-05-21 16:26:27.468973,"61799 Jennifer Village Apt. 371, West Pam, MP 84541",Order for Minimalist Oversized Chinos,2026-02-25T10:46:51.910708,2026-02-25T10:46:51.910708,pos_system,2026-02-25T11:15:16.467407,135,0
137.0,251.0,866.0,6.0,2.0,14500.0,29000.0,0.0,0.0,8.0,2320.0,31320.0,Credit Card,Completed,2024-07-22,2024-07-22 16:35:44.910863,2024-07-24 16:35:44.910863,"90509 Davis Isle, Coltonview, HI 60568",Order for Rustic Refined Hoodies & Jackets,2026-02-25T10:46:51.931714,2026-02-25T10:46:51.931714,pos_system,2026-02-25T11:15:16.467407,136,0
138.0,342.0,1418.0,5.0,3.0,3500.0,10500.0,10.0,1050.0,8.0,756.0,10206.0,Debit Card,Returned,2024-06-09,2024-06-09 07:37:13.348827,2024-06-15 07:37:13.348827,"616 Walter Lane, Davisfort, ND 35965",Order for Modern Structured Sweatshirts,2026-02-25T10:46:51.952711,2026-02-25T10:46:51.952711,pos_system,2026-02-25T11:15:16.467407,137,0
139.0,155.0,2107.0,18.0,2.0,15000.0,30000.0,0.0,0.0,,2400.0,32400.0,COD,Completed,2024-03-07,2024-03-07 01:48:19.099817,2024-03-10 01:48:19.099817,"5103 Brent Hill, East Noahhaven, AL 18447",Order for Modern Classic Cardigans,2026-02-25T10:46:51.973712,2026-02-25T10:46:51.973712,pos_system,2026-02-25T11:15:16.467407,138,0
140.0,60.0,266.0,19.0,1.0,11500.0,11500.0,0.0,0.0,8.0,920.0,12420.0,Debit Card,Completed,2024-04-11,2024-04-11 00:13:39.076295,2024-04-16 00:13:39.076295,"741 Michael Point, Gordonchester, KY 13136",Order for Tailored Heritage Utility Pants,2026-02-25T10:46:51.994614,2026-02-25T10:46:51.994614,pos_system,2026-02-25T11:15:16.467407,139,0
141.0,118.0,1014.0,2.0,2.0,10000.0,20000.0,10.0,2000.0,8.0,1440.0,19440.0,Credit Card,Completed,2024-07-10,2024-07-10 19:28:05.196007,2024-07-14 19:28:05.196007,"392 Lee Drive Suite 817, Amandashire, VA 09578",Order for Urban Bright Denim Jackets,2026-02-25T10:46:52.015863,2026-02-25T10:46:52.015863,pos_system,2026-02-25T11:15:16.467407,140,0
142.0,304.0,66.0,19.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,Debit Card,Completed,,2024-04-03 03:31:24.429668,2024-04-10 03:31:24.429668,"87208 Jose Tunnel Apt. 942, Codystad, IA 92584",Order for Layered Preppy Shorts,2026-02-25T10:46:52.036822,2026-02-25T10:46:52.036822,pos_system,2026-02-25T11:15:16.467407,141,0
143.0,329.0,2266.0,17.0,3.0,4000.0,12000.0,10.0,1200.0,8.0,864.0,11664.0,Credit Card,Completed,2024-09-07,2024-09-07 14:21:33.495515,2024-09-09 14:21:33.495515,"55330 Tyler Wall Apt. 761, Lake Jaimeview, VI 00657",Order for Refined Bold Shorts,2026-02-25T10:46:52.058072,2026-02-25T10:46:52.058072,pos_system,2026-02-25T11:15:16.467407,142,0
144.0,118.0,1854.0,1.0,1.0,3500.0,3500.0,0.0,0.0,8.0,280.0,3780.0,Digital Wallet,Completed,,2024-05-25 19:12:11.722146,2024-06-01 19:12:11.722146,"392 Lee Drive Suite 817, Amandashire, VA 09578",Order for Soft Tailored Sweatshirts,2026-02-25T10:46:52.078600,2026-02-25T10:46:52.078600,pos_system,2026-02-25T11:15:16.467407,143,0
145.0,188.0,2423.0,15.0,2.0,12500.0,25000.0,,0.0,,2000.0,27000.0,Debit Card,Completed,2024-08-19,2024-08-19 09:27:52.957760,2024-08-25 09:27:52.957760,"5000 Yoder Gateway, Jeremyview, AR 42330",Order for Retro Essential Hoodies & Jackets,2026-02-25T10:46:52.102079,2026-02-25T10:46:52.102079,pos_system,2026-02-25T11:15:16.467407,144,0
146.0,493.0,1983.0,11.0,2.0,5000.0,10000.0,0.0,0.0,8.0,800.0,10800.0,Credit Card,Completed,2024-01-30,2024-01-30 06:43:47.930262,,"Unit 6721 Box 9702, DPO AE 87555",Order for Elegant Preppy Chinos,2026-02-25T10:46:52.123367,2026-02-25T10:46:52.123367,pos_system,2026-02-25T11:15:16.467407,145,0
147.0,258.0,868.0,,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,Credit Card,Completed,2024-02-03,2024-02-03 00:45:42.569757,2024-02-07 00:45:42.569757,"905 Hall Loaf Apt. 623, Andreafurt, UT 75518",Order for Patterned Tailored Joggers & Pants,2026-02-25T10:46:52.144240,2026-02-25T10:46:52.144240,pos_system,2026-02-25T11:15:16.467407,146,0
148.0,249.0,356.0,6.0,3.0,9500.0,28500.0,0.0,0.0,8.0,2280.0,30780.0,Credit Card,Completed,2024-06-28,2024-06-28 06:42:16.028669,2024-07-01 06:42:16.028669,"Unit 1097 Box 8073, DPO AE 68139",Order for Trendy Minimalist Kimono,2026-02-25T10:46:52.165356,2026-02-25T10:46:52.165356,pos_system,2026-02-25T11:15:16.467407,147,0
149.0,19.0,766.0,1.0,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,Credit Card,,2024-07-11,2024-07-11 23:39:21.422066,2024-07-16 23:39:21.422066,"3743 Kristen Motorway Suite 202, East Jennifertown, SC 47907",Order for Statement Layered Tanks,2026-02-25T10:46:52.186850,2026-02-25T10:46:52.186850,pos_system,2026-02-25T11:15:16.467407,148,0
150.0,88.0,1834.0,22.0,1.0,12000.0,12000.0,10.0,1200.0,8.0,864.0,11664.0,Debit Card,Completed,2024-09-20,2024-09-20 08:43:49.330724,2024-09-24 08:43:49.330724,"157 David Corners, North Taylorfort, RI 59751",Order for Retro Essential Coats,2026-02-25T10:46:52.207974,2026-02-25T10:46:52.207974,pos_system,2026-02-25T11:15:16.467407,149,0
151.0,173.0,2420.0,13.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,Credit Card,Completed,2024-10-07,2024-10-07 04:05:56.644137,2024-10-10 04:05:56.644137,"92707 Marc Prairie Apt. 681, Port Jennifer, PA 68114",Order for Sporty Oversized Polos,2026-02-25T10:46:52.229194,2026-02-25T10:46:52.229194,pos_system,2026-02-25T11:15:16.467407,150,0
152.0,459.0,1567.0,24.0,3.0,,13500.0,5.0,675.0,8.0,1026.0,13851.0,Debit Card,Completed,2024-08-14,2024-08-14 15:58:25.147648,2024-08-16 15:58:25.147648,"531 Stephen Mountain Apt. 775, Port Christophermouth, AR 67592",Order for Casual Luxury Track Pants,2026-02-25T10:46:52.250126,2026-02-25T10:46:52.250126,pos_system,2026-02-25T11:15:16.468401,151,0
153.0,452.0,1105.0,15.0,1.0,10000.0,10000.0,0.0,0.0,8.0,800.0,10800.0,Bank Transfer,Completed,2024-03-23,2024-03-23 17:34:50.177857,2024-03-27 17:34:50.177857,"USCGC Adams, FPO AP 56410",Order for Structured Sporty Kimono,2026-02-25T10:46:52.271649,2026-02-25T10:46:52.271649,pos_system,2026-02-25T11:15:16.468401,152,0
154.0,388.0,1725.0,17.0,1.0,9500.0,9500.0,0.0,0.0,8.0,760.0,10260.0,Digital Wallet,Completed,2024-04-13,2024-04-13 22:35:55.169943,2024-04-19 22:35:55.169943,"5690 Antonio Road Suite 353, New Jennifermouth, IN 36408",Order for Urban Relaxed Hoodies & Jackets,2026-02-25T10:46:52.292783,2026-02-25T10:46:52.292783,pos_system,2026-02-25T11:15:16.468401,153,0
155.0,176.0,2037.0,19.0,2.0,3000.0,6000.0,0.0,0.0,8.0,480.0,6480.0,Debit Card,Pending,2024-02-04,2024-02-04 22:51:22.388792,2024-02-11 22:51:22.388792,"87883 Michael Squares Suite 144, South Michael, KY 31983",Order for Comfy Bright T-Shirts,2026-02-25T10:46:52.313713,2026-02-25T10:46:52.313713,pos_system,2026-02-25T11:15:16.468401,154,0
156.0,365.0,1869.0,9.0,2.0,4500.0,9000.0,5.0,450.0,8.0,684.0,9234.0,Credit Card,Completed,2024-02-08,2024-02-08 21:23:01.826106,2024-02-12 21:23:01.826106,"Unit 1065 Box 1820, DPO AE 18156",Order for Tailored Elegant Track Pants,2026-02-25T10:46:52.335768,2026-02-25T10:46:52.335768,pos_system,2026-02-25T11:15:16.468401,155,0
157.0,243.0,1463.0,24.0,3.0,4500.0,13500.0,0.0,0.0,,1080.0,14580.0,Bank Transfer,Returned,2024-02-22,2024-02-22 23:09:27.302480,2024-02-29 23:09:27.302480,"6620 Smith Avenue, North Yvonnefurt, MI 53487",Order for Casual Minimalist Sweatshirts,2026-02-25T10:46:52.357106,2026-02-25T10:46:52.357106,pos_system,2026-02-25T11:15:16.468401,156,0
158.0,109.0,350.0,7.0,2.0,,7000.0,0.0,0.0,8.0,560.0,7560.0,Digital Wallet,Completed,2024-05-07,2024-05-07 17:45:52.360306,2024-05-14 17:45:52.360306,"214 Rebecca Forges, Harrisonborough, WV 97997",Order for Modern Essential Polos,2026-02-25T10:46:52.378304,2026-02-25T10:46:52.378304,pos_system,2026-02-25T11:15:16.468401,157,0
159.0,301.0,2073.0,3.0,1.0,13500.0,13500.0,0.0,0.0,8.0,1080.0,14580.0,Bank Transfer,Completed,,2024-04-12 18:32:27.907530,2024-04-15 18:32:27.907530,"905 Nelson Circles, Thomashaven, RI 94107",Order for Dynamic Textured Utility Pants,2026-02-25T10:46:52.399374,2026-02-25T10:46:52.399374,pos_system,2026-02-25T11:15:16.468401,158,0
160.0,365.0,6.0,1.0,3.0,12500.0,37500.0,0.0,0.0,8.0,3000.0,40500.0,Debit Card,Completed,2024-09-04,2024-09-04 04:53:33.656446,,"Unit 1065 Box 1820, DPO AE 18156",Order for Urban Urban Blazers,2026-02-25T10:46:52.419903,2026-02-25T10:46:52.419903,pos_system,2026-02-25T11:15:16.468401,159,0
161.0,367.0,856.0,20.0,2.0,15000.0,30000.0,15.0,4500.0,,2040.0,27540.0,Bank Transfer,Completed,2024-10-06,2024-10-06 12:11:10.962159,2024-10-11 12:11:10.962159,"USS Ponce, FPO AP 40596",Order for Camo Functional Denim Jackets,2026-02-25T10:46:52.440592,2026-02-25T10:46:52.440592,pos_system,2026-02-25T11:15:16.468401,160,0
162.0,276.0,448.0,17.0,1.0,2500.0,,0.0,0.0,8.0,200.0,,Bank Transfer,Completed,2024-04-04,2024-04-04 01:12:57.085282,2024-04-11 01:12:57.085282,"83538 Geoffrey Center, Daniellebury, LA 40429",Order for Edgy Luxury Joggers & Pants,2026-02-25T10:46:52.461839,2026-02-25T10:46:52.461839,pos_system,2026-02-25T11:15:16.468401,161,0
163.0,59.0,540.0,2.0,1.0,13500.0,13500.0,0.0,0.0,8.0,1080.0,14580.0,Digital Wallet,Completed,2024-05-10,2024-05-10 01:05:43.513573,2024-05-14 01:05:43.513573,"1926 Cameron Branch Apt. 323, Lake Kevin, VI 40653",Order for Patterned Oversized Blazers,2026-02-25T10:46:52.483478,2026-02-25T10:46:52.483478,pos_system,2026-02-25T11:15:16.468401,162,0
164.0,242.0,2482.0,18.0,1.0,3500.0,3500.0,0.0,0.0,8.0,280.0,3780.0,Debit Card,Completed,2024-08-14,2024-08-14 16:58:02.495665,2024-08-17 16:58:02.495665,"94330 Angela Circle Suite 662, New Kendra, WV 69002",Order for Minimalist Functional Polos,2026-02-25T10:46:52.504496,2026-02-25T10:46:52.504496,pos_system,2026-02-25T11:15:16.468401,163,0
165.0,36.0,657.0,2.0,2.0,12000.0,,0.0,0.0,8.0,1920.0,,COD,Completed,2024-07-19,2024-07-19 23:36:15.184853,2024-07-25 23:36:15.184853,"16124 Eric Motorway, Jessicafort, PR 55062",Order for Layered Heritage Utility Pants,2026-02-25T10:46:52.525264,2026-02-25T10:46:52.525264,pos_system,2026-02-25T11:15:16.468401,164,0
166.0,477.0,2484.0,13.0,1.0,10000.0,10000.0,5.0,,8.0,760.0,10260.0,Debit Card,Completed,2024-10-21,2024-10-21 05:48:39.438095,2024-10-25 05:48:39.438095,"Unit 1851 Box 2102, DPO AP 72266",Order for Casual Preppy Hoodies & Jackets,2026-02-25T10:46:52.546200,2026-02-25T10:46:52.546200,pos_system,2026-02-25T11:15:16.468401,165,0
167.0,82.0,1332.0,4.0,2.0,4500.0,9000.0,0.0,0.0,8.0,720.0,9720.0,COD,Completed,2024-07-30,2024-07-30 08:12:05.250882,2024-08-02 08:12:05.250882,"PSC 8876, Box 8415, APO AA 53943",Order for Heritage Edgy T-Shirts,2026-02-25T10:46:52.567306,2026-02-25T10:46:52.567306,pos_system,2026-02-25T11:15:16.468401,166,0
168.0,133.0,201.0,,2.0,11500.0,23000.0,10.0,2300.0,8.0,1656.0,22356.0,Digital Wallet,Completed,2024-08-28,2024-08-28 06:58:29.740301,2024-09-01 06:58:29.740301,"753 Dean Green, Tracybury, TN 11376",Order for Neutral Comfy Coats,2026-02-25T10:46:52.588089,2026-02-25T10:46:52.588089,pos_system,2026-02-25T11:15:16.468401,167,0
169.0,347.0,633.0,12.0,3.0,5000.0,15000.0,10.0,1500.0,8.0,1080.0,14580.0,Bank Transfer,Completed,2024-09-12,2024-09-12 02:53:39.374624,2024-09-18 02:53:39.374624,"24256 Chung Summit, Mathewsbury, NY 06118",Order for Luxury Elegant Track Pants,2026-02-25T10:46:52.609758,2026-02-25T10:46:52.609758,pos_system,2026-02-25T11:15:16.468401,168,0
170.0,454.0,1213.0,18.0,3.0,3500.0,10500.0,5.0,525.0,8.0,798.0,10773.0,Credit Card,Completed,2024-01-12,2024-01-12 05:09:32.174104,2024-01-18 05:09:32.174104,,Order for Bright Vintage Track Pants,2026-02-25T10:46:52.630360,2026-02-25T10:46:52.630360,pos_system,2026-02-25T11:15:16.468401,169,0
